10.3962|1.02494|-104.009
|Index|x_pos|y_pos|z_pos|x_vel|y_vel|z_vel|
|361|9.33093|1.01046|-105.648|-8.65383|-0.117641|-13.3132|
|362|9.32226|1.01035|-105.661|-8.69911|-0.118257|-13.3829|
|363|9.31353|1.01023|-105.675|-8.74448|-0.118874|-13.4527|
|364|9.30477|1.01011|-105.688|-8.78995|-0.119492|-13.5226|
|365|9.29595|1.00999|-105.702|-8.83551|-0.120111|-13.5927|
|366|9.2871|1.00987|-105.716|-8.88117|-0.120732|-13.6629|
|367|9.27819|1.00975|-105.729|-8.92692|-0.121354|-13.7333|
|368|9.26924|1.00963|-105.743|-8.97277|-0.121977|-13.8039|
|369|9.26025|1.0095|-105.757|-9.01871|-0.122601|-13.8745|
|370|9.2512|1.00938|-105.771|-9.06474|-0.123227|-13.9453|
|371|9.24212|1.00926|-105.785|-9.11087|-0.123854|-14.0163|
|372|9.23298|1.00913|-105.799|-9.1571|-0.124483|-14.0874|
|373|9.2238|1.00901|-105.813|-9.20341|-0.125112|-14.1587|
|374|9.21458|1.00888|-105.827|-9.24982|-0.125743|-14.2301|
|375|9.2053|1.00876|-105.841|-9.29632|-0.126375|-14.3016|
|376|9.19598|1.00863|-105.856|-9.34291|-0.127009|-14.3733|
|377|9.18662|1.0085|-105.87|-9.3896|-0.127643|-14.4451|
|378|9.1772|1.00837|-105.885|-9.43638|-0.128279|-14.5171|
|379|9.16774|1.00825|-105.899|-9.48325|-0.128916|-14.5892|
|380|9.15824|1.00812|-105.914|-9.53021|-0.129555|-14.6614|
|381|9.14868|1.00799|-105.928|-9.57726|-0.130194|-14.7338|
|382|9.13908|1.00786|-105.943|-9.62441|-0.130835|-14.8063|
|383|9.12944|1.00772|-105.958|-9.67164|-0.131477|-14.879|
|384|9.11974|1.00759|-105.973|-9.71897|-0.132121|-14.9518|
|385|9.11|1.00746|-105.988|-9.76638|-0.132765|-15.0248|
|386|9.10021|1.00733|-106.003|-9.81389|-0.133411|-15.0978|
|387|9.09037|1.00719|-106.018|-9.86149|-0.134058|-15.1711|
|388|9.08048|1.00706|-106.033|-9.90917|-0.134706|-15.2444|
|389|9.07055|1.00692|-106.049|-9.95695|-0.135356|-15.3179|
|390|9.06057|1.00679|-106.064|-10.0048|-0.136007|-15.3916|
|391|9.05054|1.00665|-106.079|-10.0528|-0.136659|-15.4653|
|392|9.04046|1.00652|-106.095|-10.1008|-0.137312|-15.5392|
|393|9.03034|1.00638|-106.111|-10.1489|-0.137966|-15.6133|
|394|9.02017|1.00624|-106.126|-10.1972|-0.138621|-15.6875|
|395|9.00995|1.0061|-106.142|-10.2455|-0.139278|-15.7618|
|396|8.99968|1.00596|-106.158|-10.2939|-0.139936|-15.8362|
|397|8.98936|1.00582|-106.174|-10.3423|-0.140595|-15.9108|
|398|8.97899|1.00568|-106.19|-10.3909|-0.141255|-15.9855|
|399|8.96858|1.00554|-106.206|-10.4396|-0.141917|-16.0604|
|400|8.95811|1.0054|-106.222|-10.4883|-0.142579|-16.1354|
|401|8.9476|1.00525|-106.238|-10.5371|-0.143243|-16.2105|
|402|8.93704|1.00511|-106.254|-10.586|-0.143908|-16.2857|
|403|8.92643|1.00496|-106.27|-10.635|-0.144574|-16.3611|
|404|8.91577|1.00482|-106.287|-10.6841|-0.145241|-16.4366|
|405|8.90506|1.00467|-106.303|-10.7333|-0.14591|-16.5123|
|406|8.8943|1.00453|-106.32|-10.7826|-0.146579|-16.5881|
|407|8.88349|1.00438|-106.336|-10.8319|-0.14725|-16.664|
|408|8.87264|1.00423|-106.353|-10.8813|-0.147922|-16.74|
|409|8.86173|1.00409|-106.37|-10.9308|-0.148595|-16.8162|
|410|8.85078|1.00394|-106.387|-10.9804|-0.149269|-16.8925|
|411|8.83977|1.00379|-106.404|-11.0301|-0.149945|-16.9689|
|412|8.82871|1.00364|-106.421|-11.0799|-0.150621|-17.0455|
|413|8.81761|1.00349|-106.438|-11.1297|-0.151299|-17.1221|
|414|8.80646|1.00333|-106.455|-11.1797|-0.151978|-17.199|
|415|8.79525|1.00318|-106.472|-11.2297|-0.152657|-17.2759|
|416|8.784|1.00303|-106.49|-11.2798|-0.153338|-17.353|
|417|8.77269|1.00287|-106.507|-11.3299|-0.154021|-17.4302|
|418|8.76134|1.00272|-106.524|-11.3802|-0.154704|-17.5075|
|419|8.74993|1.00257|-106.542|-11.4305|-0.155388|-17.5849|
|420|8.73848|1.00241|-106.56|-11.481|-0.156074|-17.6625|
|421|8.72697|1.00225|-106.577|-11.5315|-0.15676|-17.7402|
|422|8.71541|1.0021|-106.595|-11.582|-0.157448|-17.818|
|423|8.7038|1.00194|-106.613|-11.6327|-0.158137|-17.896|
|424|8.69215|1.00178|-106.631|-11.6835|-0.158826|-17.974|
|425|8.68044|1.00162|-106.649|-11.7343|-0.159517|-18.0522|
|426|8.66868|1.00146|-106.667|-11.7852|-0.160209|-18.1305|
|427|8.65687|1.0013|-106.685|-11.8362|-0.160902|-18.209|
|428|8.64501|1.00114|-106.703|-11.8872|-0.161597|-18.2875|
|429|8.63309|1.00098|-106.722|-11.9384|-0.162292|-18.3662|
|430|8.62113|1.00081|-106.74|-11.9896|-0.162988|-18.445|
|431|8.60911|1.00065|-106.759|-12.0409|-0.163686|-18.5239|
|432|8.59705|1.00049|-106.777|-12.0923|-0.164384|-18.603|
|433|8.58493|1.00032|-106.796|-12.1438|-0.165084|-18.6821|
|434|8.57276|1.00016|-106.814|-12.1953|-0.165784|-18.7614|
|435|8.56054|0.999991|-106.833|-12.2469|-0.166486|-18.8408|
|436|8.54827|0.999824|-106.852|-12.2986|-0.167189|-18.9204|
|437|8.53594|0.999656|-106.871|-12.3504|-0.167892|-19|
|438|8.52356|0.999488|-106.89|-12.4022|-0.168597|-19.0798|
|439|8.51114|0.999319|-106.909|-12.4541|-0.169303|-19.1596|
|440|8.49866|0.99915|-106.928|-12.5061|-0.17001|-19.2396|
|441|8.48612|0.998979|-106.948|-12.5582|-0.170718|-19.3197|
|442|8.47354|0.998808|-106.967|-12.6104|-0.171427|-19.4|
|443|8.4609|0.998636|-106.987|-12.6626|-0.172137|-19.4803|
|444|8.44821|0.998464|-107.006|-12.7149|-0.172848|-19.5608|
|445|8.43547|0.998291|-107.026|-12.7673|-0.17356|-19.6414|
|446|8.42268|0.998117|-107.045|-12.8197|-0.174273|-19.722|
|447|8.40983|0.997942|-107.065|-12.8722|-0.174987|-19.8029|
|448|8.39694|0.997767|-107.085|-12.9248|-0.175702|-19.8838|
|449|8.38398|0.997591|-107.105|-12.9775|-0.176418|-19.9648|
|450|8.37098|0.997414|-107.125|-13.0303|-0.177135|-20.0459|
|451|8.35792|0.997236|-107.145|-13.0831|-0.177853|-20.1272|
|452|8.34481|0.997058|-107.165|-13.136|-0.178572|-20.2086|
|453|8.33165|0.996879|-107.185|-13.1889|-0.179292|-20.2901|
|454|8.31844|0.9967|-107.206|-13.242|-0.180013|-20.3717|
|455|8.30517|0.996519|-107.226|-13.2951|-0.180735|-20.4534|
|456|8.29185|0.996338|-107.247|-13.3483|-0.181458|-20.5352|
|457|8.27847|0.996156|-107.267|-13.4015|-0.182182|-20.6171|
|458|8.26504|0.995974|-107.288|-13.4548|-0.182907|-20.6991|
|459|8.25156|0.995791|-107.309|-13.5082|-0.183633|-20.7813|
|460|8.23803|0.995607|-107.329|-13.5617|-0.184359|-20.8635|
|461|8.22444|0.995422|-107.35|-13.6152|-0.185087|-20.9459|
|462|8.2108|0.995236|-107.371|-13.6689|-0.185816|-21.0284|
|463|8.1971|0.99505|-107.392|-13.7225|-0.186546|-21.111|
|464|8.18335|0.994863|-107.414|-13.7763|-0.187276|-21.1936|
|465|8.16955|0.994676|-107.435|-13.8301|-0.188008|-21.2764|
|466|8.15569|0.994487|-107.456|-13.884|-0.188741|-21.3593|
|467|8.14178|0.994298|-107.478|-13.9379|-0.189474|-21.4423|
|468|8.12782|0.994108|-107.499|-13.992|-0.190208|-21.5255|
|469|8.1138|0.993918|-107.521|-14.0461|-0.190944|-21.6087|
|470|8.09972|0.993726|-107.542|-14.1002|-0.19168|-21.692|
|471|8.0856|0.993534|-107.564|-14.1544|-0.192417|-21.7754|
|472|8.07141|0.993342|-107.586|-14.2087|-0.193155|-21.859|
|473|8.05718|0.993148|-107.608|-14.2631|-0.193894|-21.9426|
|474|8.04289|0.992954|-107.63|-14.3175|-0.194634|-22.0263|
|475|8.02854|0.992759|-107.652|-14.372|-0.195375|-22.1102|
|476|8.01414|0.992563|-107.674|-14.4266|-0.196117|-22.1941|
|477|7.99969|0.992367|-107.696|-14.4812|-0.196859|-22.2781|
|478|7.98518|0.992169|-107.718|-14.5359|-0.197603|-22.3623|
|479|7.97062|0.991971|-107.741|-14.5907|-0.198347|-22.4465|
|480|7.956|0.991773|-107.763|-14.6455|-0.199093|-22.5309|
|481|7.94133|0.991573|-107.786|-14.7004|-0.199839|-22.6153|
|482|7.9266|0.991373|-107.809|-14.7553|-0.200586|-22.6999|
|483|7.91182|0.991172|-107.831|-14.8104|-0.201334|-22.7845|
|484|7.89698|0.99097|-107.854|-14.8655|-0.202083|-22.8693|
|485|7.88209|0.990768|-107.877|-14.9206|-0.202832|-22.9541|
|486|7.86714|0.990565|-107.9|-14.9758|-0.203583|-23.039|
|487|7.85213|0.990361|-107.923|-15.0311|-0.204334|-23.1241|
|488|7.83708|0.990156|-107.946|-15.0864|-0.205087|-23.2092|
|489|7.82196|0.989951|-107.97|-15.1418|-0.20584|-23.2944|
|490|7.80679|0.989744|-107.993|-15.1973|-0.206594|-23.3798|
|491|7.79157|0.989537|-108.016|-15.2528|-0.207349|-23.4652|
|492|7.77629|0.98933|-108.04|-15.3084|-0.208104|-23.5507|
|493|7.76095|0.989121|-108.063|-15.364|-0.208861|-23.6363|
|494|7.74556|0.988912|-108.087|-15.4198|-0.209618|-23.722|
|495|7.73011|0.988702|-108.111|-15.4755|-0.210376|-23.8078|
|496|7.71461|0.988491|-108.135|-15.5314|-0.211135|-23.8937|
|497|7.69905|0.98828|-108.159|-15.5873|-0.211895|-23.9797|
|498|7.68343|0.988067|-108.183|-15.6432|-0.212656|-24.0658|
|499|7.66776|0.987854|-108.207|-15.6992|-0.213417|-24.1519|
|500|7.65203|0.987641|-108.231|-15.7553|-0.214179|-24.2382|
|501|7.63625|0.987426|-108.255|-15.8114|-0.214942|-24.3245|
|502|7.62041|0.987211|-108.28|-15.8676|-0.215706|-24.411|
|503|7.60452|0.986995|-108.304|-15.9239|-0.216471|-24.4975|
|504|7.58856|0.986778|-108.329|-15.9802|-0.217236|-24.5841|
|505|7.57255|0.98656|-108.353|-16.0365|-0.218003|-24.6709|
|506|7.55649|0.986342|-108.378|-16.093|-0.21877|-24.7577|
|507|7.54037|0.986123|-108.403|-16.1494|-0.219537|-24.8445|
|508|7.52419|0.985903|-108.428|-16.206|-0.220306|-24.9315|
|509|7.50796|0.985682|-108.453|-16.2626|-0.221075|-25.0186|
|510|7.49167|0.98546|-108.478|-16.3192|-0.221845|-25.1057|
|511|7.47532|0.985238|-108.503|-16.3759|-0.222616|-25.193|
|512|7.45891|0.985015|-108.528|-16.4327|-0.223388|-25.2803|
|513|7.44245|0.984791|-108.553|-16.4895|-0.22416|-25.3677|
|514|7.42594|0.984567|-108.579|-16.5464|-0.224933|-25.4552|
|515|7.40936|0.984342|-108.604|-16.6033|-0.225707|-25.5428|
|516|7.39273|0.984115|-108.63|-16.6603|-0.226482|-25.6305|
|517|7.37604|0.983889|-108.656|-16.7173|-0.227257|-25.7182|
|518|7.35929|0.983661|-108.681|-16.7744|-0.228034|-25.806|
|519|7.34249|0.983433|-108.707|-16.8316|-0.22881|-25.894|
|520|7.32563|0.983203|-108.733|-16.8888|-0.229588|-25.982|
|521|7.30871|0.982973|-108.759|-16.946|-0.230366|-26.07|
|522|7.29174|0.982743|-108.785|-17.0033|-0.231145|-26.1582|
|523|7.27471|0.982511|-108.811|-17.0607|-0.231925|-26.2465|
|524|7.25762|0.982279|-108.838|-17.1181|-0.232706|-26.3348|
|525|7.24047|0.982046|-108.864|-17.1756|-0.233487|-26.4232|
|526|7.22327|0.981812|-108.891|-17.2331|-0.234269|-26.5117|
|527|7.206|0.981577|-108.917|-17.2907|-0.235051|-26.6002|
|528|7.18868|0.981342|-108.944|-17.3483|-0.235835|-26.6889|
|529|7.17131|0.981105|-108.971|-17.406|-0.236619|-26.7776|
|530|7.15387|0.980868|-108.997|-17.4637|-0.237403|-26.8664|
|531|7.13638|0.980631|-109.024|-17.5215|-0.238189|-26.9553|
|532|7.11883|0.980392|-109.051|-17.5793|-0.238975|-27.0442|
|533|7.10122|0.980153|-109.078|-17.6371|-0.239762|-27.1333|
|534|7.08356|0.979913|-109.106|-17.6951|-0.240549|-27.2224|
|535|7.06583|0.979672|-109.133|-17.753|-0.241337|-27.3116|
|536|7.04805|0.97943|-109.16|-17.8111|-0.242126|-27.4008|
|537|7.03021|0.979187|-109.188|-17.8691|-0.242915|-27.4902|
|538|7.01231|0.978944|-109.215|-17.9272|-0.243705|-27.5796|
|539|6.99435|0.9787|-109.243|-17.9854|-0.244496|-27.669|
|540|6.97634|0.978455|-109.27|-18.0436|-0.245287|-27.7586|
|541|6.95827|0.978209|-109.298|-18.1019|-0.246079|-27.8482|
|542|6.94014|0.977963|-109.326|-18.1602|-0.246872|-27.9379|
|543|6.92195|0.977716|-109.354|-18.2186|-0.247665|-28.0277|
|544|6.9037|0.977468|-109.382|-18.277|-0.248459|-28.1176|
|545|6.88539|0.977219|-109.41|-18.3354|-0.249254|-28.2075|
|546|6.86703|0.976969|-109.439|-18.3939|-0.250049|-28.2975|
|547|6.84861|0.976719|-109.467|-18.4524|-0.250845|-28.3875|
|548|6.83012|0.976467|-109.495|-18.511|-0.251641|-28.4776|
|549|6.81158|0.976215|-109.524|-18.5696|-0.252438|-28.5678|
|550|6.79298|0.975963|-109.553|-18.6283|-0.253236|-28.6581|
|551|6.77433|0.975709|-109.581|-18.687|-0.254034|-28.7484|
|552|6.75561|0.975454|-109.61|-18.7458|-0.254833|-28.8388|
|553|6.73683|0.975199|-109.639|-18.8046|-0.255632|-28.9293|
|554|6.718|0.974943|-109.668|-18.8635|-0.256432|-29.0198|
|555|6.69911|0.974686|-109.697|-18.9224|-0.257233|-29.1105|
|556|6.68016|0.974429|-109.726|-18.9813|-0.258034|-29.2011|
|557|6.66115|0.97417|-109.755|-19.0403|-0.258836|-29.2919|
|558|6.64208|0.973911|-109.785|-19.0993|-0.259638|-29.3827|
|559|6.62295|0.973651|-109.814|-19.1584|-0.260441|-29.4735|
|560|6.60376|0.97339|-109.844|-19.2175|-0.261244|-29.5644|
|561|6.58451|0.973129|-109.873|-19.2766|-0.262049|-29.6554|
|562|6.56521|0.972866|-109.903|-19.3358|-0.262853|-29.7465|
|563|6.54584|0.972603|-109.933|-19.395|-0.263658|-29.8376|
|564|6.52642|0.972339|-109.963|-19.4543|-0.264464|-29.9288|
|565|6.50693|0.972074|-109.993|-19.5136|-0.26527|-30.02|
|566|6.48739|0.971808|-110.023|-19.5729|-0.266077|-30.1113|
|567|6.46779|0.971542|-110.053|-19.6323|-0.266884|-30.2027|
|568|6.44812|0.971274|-110.083|-19.6918|-0.267692|-30.2941|
|569|6.4284|0.971006|-110.113|-19.7512|-0.268501|-30.3856|
|570|6.40862|0.970737|-110.144|-19.8107|-0.26931|-30.4772|
|571|6.38878|0.970468|-110.174|-19.8703|-0.270119|-30.5688|
|572|6.36888|0.970197|-110.205|-19.9299|-0.270929|-30.6604|
|573|6.34892|0.969926|-110.236|-19.9895|-0.271739|-30.7521|
|574|6.3289|0.969654|-110.266|-20.0491|-0.27255|-30.8439|
|575|6.30882|0.969381|-110.297|-20.1088|-0.273362|-30.9358|
|576|6.28868|0.969107|-110.328|-20.1686|-0.274174|-31.0276|
|577|6.26849|0.968832|-110.359|-20.2283|-0.274986|-31.1196|
|578|6.24823|0.968557|-110.391|-20.2881|-0.275799|-31.2116|
|579|6.22791|0.968281|-110.422|-20.348|-0.276613|-31.3037|
|580|6.20753|0.968004|-110.453|-20.4079|-0.277427|-31.3958|
|581|6.18709|0.967726|-110.485|-20.4678|-0.278241|-31.4879|
|582|6.1666|0.967447|-110.516|-20.5277|-0.279056|-31.5802|
|583|6.14604|0.967168|-110.548|-20.5877|-0.279872|-31.6724|
|584|6.12542|0.966888|-110.58|-20.6477|-0.280687|-31.7648|
|585|6.10474|0.966606|-110.611|-20.7078|-0.281504|-31.8571|
|586|6.084|0.966325|-110.643|-20.7678|-0.28232|-31.9496|
|587|6.06321|0.966042|-110.675|-20.8279|-0.283138|-32.042|
|588|6.04235|0.965758|-110.707|-20.8881|-0.283955|-32.1346|
|589|6.02143|0.965474|-110.739|-20.9483|-0.284773|-32.2272|
|590|6.00045|0.965189|-110.772|-21.0085|-0.285592|-32.3198|
|591|5.97941|0.964903|-110.804|-21.0687|-0.286411|-32.4125|
|592|5.95831|0.964616|-110.837|-21.129|-0.28723|-32.5052|
|593|5.93716|0.964328|-110.869|-21.1893|-0.28805|-32.598|
|594|5.91594|0.96404|-110.902|-21.2497|-0.288871|-32.6908|
|595|5.89466|0.963751|-110.935|-21.31|-0.289691|-32.7837|
|596|5.87332|0.96346|-110.967|-21.3704|-0.290512|-32.8766|
|597|5.85192|0.96317|-111|-21.4309|-0.291334|-32.9696|
|598|5.83045|0.962878|-111.033|-21.4913|-0.292156|-33.0626|
|599|5.80893|0.962585|-111.066|-21.5518|-0.292978|-33.1557|
|600|5.78735|0.962292|-111.1|-21.6124|-0.293801|-33.2488|
|601|5.76571|0.961998|-111.133|-21.6729|-0.294624|-33.3419|
|602|5.744|0.961703|-111.166|-21.7335|-0.295448|-33.4351|
|603|5.72224|0.961407|-111.2|-21.7941|-0.296272|-33.5284|
|604|5.70042|0.96111|-111.233|-21.8547|-0.297096|-33.6217|
|605|5.67853|0.960813|-111.267|-21.9154|-0.29792|-33.715|
|606|5.65659|0.960514|-111.301|-21.9761|-0.298746|-33.8084|
|607|5.63458|0.960215|-111.335|-22.0368|-0.299571|-33.9018|
|608|5.61251|0.959915|-111.369|-22.0975|-0.300397|-33.9952|
|609|5.59038|0.959614|-111.403|-22.1583|-0.301223|-34.0887|
|610|5.5682|0.959313|-111.437|-22.2191|-0.302049|-34.1822|
|611|5.54595|0.95901|-111.471|-22.2799|-0.302876|-34.2758|
|612|5.52364|0.958707|-111.505|-22.3408|-0.303703|-34.3694|
|613|5.50126|0.958403|-111.54|-22.4017|-0.304531|-34.4631|
|614|5.47883|0.958098|-111.574|-22.4626|-0.305359|-34.5568|
|615|5.45634|0.957792|-111.609|-22.5235|-0.306187|-34.6505|
|616|5.43379|0.957485|-111.644|-22.5844|-0.307016|-34.7443|
|617|5.41117|0.957178|-111.678|-22.6454|-0.307844|-34.8381|
|618|5.38849|0.95687|-111.713|-22.7064|-0.308674|-34.9319|
|619|5.36576|0.956561|-111.748|-22.7674|-0.309503|-35.0258|
|620|5.34296|0.956251|-111.783|-22.8285|-0.310333|-35.1197|
|621|5.3201|0.95594|-111.818|-22.8895|-0.311163|-35.2136|
|622|5.29718|0.955628|-111.854|-22.9506|-0.311994|-35.3076|
|623|5.2742|0.955316|-111.889|-23.0117|-0.312824|-35.4016|
|624|5.25116|0.955003|-111.925|-23.0729|-0.313655|-35.4957|
|625|5.22805|0.954689|-111.96|-23.134|-0.314487|-35.5898|
|626|5.20489|0.954374|-111.996|-23.1952|-0.315318|-35.6839|
|627|5.18166|0.954058|-112.031|-23.2564|-0.31615|-35.778|
|628|5.15838|0.953741|-112.067|-23.3176|-0.316983|-35.8722|
|629|5.13503|0.953424|-112.103|-23.3789|-0.317815|-35.9664|
|630|5.11162|0.953106|-112.139|-23.4401|-0.318648|-36.0606|
|631|5.08815|0.952787|-112.175|-23.5014|-0.319481|-36.1549|
|632|5.06462|0.952467|-112.211|-23.5627|-0.320314|-36.2492|
|633|5.04102|0.952146|-112.248|-23.624|-0.321148|-36.3435|
|634|5.01737|0.951825|-112.284|-23.6853|-0.321981|-36.4379|
|635|4.99365|0.951502|-112.321|-23.7467|-0.322815|-36.5323|
|636|4.96987|0.951179|-112.357|-23.8081|-0.32365|-36.6267|
|637|4.94604|0.950855|-112.394|-23.8694|-0.324484|-36.7211|
|638|4.92214|0.95053|-112.431|-23.9308|-0.325319|-36.8156|
|639|4.89817|0.950204|-112.468|-23.9923|-0.326154|-36.9101|
|640|4.87415|0.949878|-112.504|-24.0537|-0.326989|-37.0046|
|641|4.85007|0.94955|-112.542|-24.1152|-0.327825|-37.0992|
|642|4.82592|0.949222|-112.579|-24.1766|-0.32866|-37.1937|
|643|4.80171|0.948893|-112.616|-24.2381|-0.329496|-37.2883|
|644|4.77744|0.948563|-112.653|-24.2996|-0.330332|-37.3829|
|645|4.75311|0.948232|-112.691|-24.3611|-0.331168|-37.4776|
|646|4.72872|0.947901|-112.728|-24.4227|-0.332005|-37.5722|
|647|4.70427|0.947568|-112.766|-24.4842|-0.332842|-37.6669|
|648|4.67975|0.947235|-112.804|-24.5458|-0.333678|-37.7616|
|649|4.65518|0.946901|-112.841|-24.6074|-0.334516|-37.8564|
|650|4.63054|0.946566|-112.879|-24.669|-0.335353|-37.9511|
|651|4.60584|0.94623|-112.917|-24.7306|-0.33619|-38.0459|
|652|4.58108|0.945894|-112.955|-24.7922|-0.337028|-38.1407|
|653|4.55625|0.945556|-112.994|-24.8538|-0.337866|-38.2355|
|654|4.53137|0.945218|-113.032|-24.9154|-0.338704|-38.3303|
|655|4.50642|0.944879|-113.07|-24.9771|-0.339542|-38.4252|
|656|4.48142|0.944539|-113.109|-25.0388|-0.34038|-38.52|
|657|4.45635|0.944198|-113.147|-25.1004|-0.341218|-38.6149|
|658|4.43122|0.943856|-113.186|-25.1621|-0.342057|-38.7098|
|659|4.40602|0.943514|-113.225|-25.2238|-0.342896|-38.8047|
|660|4.38077|0.943171|-113.264|-25.2855|-0.343735|-38.8997|
|661|4.35545|0.942826|-113.302|-25.3473|-0.344574|-38.9946|
|662|4.33007|0.942481|-113.342|-25.409|-0.345413|-39.0896|
|663|4.30463|0.942136|-113.381|-25.4707|-0.346252|-39.1846|
|664|4.27913|0.941789|-113.42|-25.5325|-0.347091|-39.2796|
|665|4.25357|0.941441|-113.459|-25.5942|-0.347931|-39.3746|
|666|4.22794|0.941093|-113.499|-25.656|-0.348771|-39.4696|
|667|4.20226|0.940744|-113.538|-25.7178|-0.34961|-39.5646|
|668|4.17651|0.940394|-113.578|-25.7795|-0.35045|-39.6597|
|669|4.1507|0.940043|-113.617|-25.8413|-0.35129|-39.7547|
|670|4.12482|0.939691|-113.657|-25.9031|-0.35213|-39.8498|
|671|4.09889|0.939339|-113.697|-25.9649|-0.35297|-39.9449|
|672|4.07289|0.938985|-113.737|-26.0267|-0.353811|-40.0399|
|673|4.04684|0.938631|-113.777|-26.0886|-0.354651|-40.135|
|674|4.02072|0.938276|-113.817|-26.1504|-0.355491|-40.2302|
|675|3.99454|0.93792|-113.858|-26.2122|-0.356332|-40.3253|
|676|3.96829|0.937563|-113.898|-26.274|-0.357172|-40.4204|
|677|3.94199|0.937206|-113.939|-26.3359|-0.358013|-40.5155|
|678|3.91562|0.936847|-113.979|-26.3977|-0.358854|-40.6107|
|679|3.88919|0.936488|-114.02|-26.4596|-0.359694|-40.7058|
|680|3.8627|0.936128|-114.061|-26.5214|-0.360535|-40.801|
|681|3.83615|0.935767|-114.101|-26.5833|-0.361376|-40.8961|
|682|3.80954|0.935405|-114.142|-26.6451|-0.362217|-40.9913|
|683|3.78286|0.935043|-114.183|-26.707|-0.363058|-41.0864|
|684|3.75612|0.934679|-114.224|-26.7688|-0.363899|-41.1816|
|685|3.72932|0.934315|-114.266|-26.8307|-0.36474|-41.2768|
|686|3.70246|0.93395|-114.307|-26.8926|-0.365581|-41.372|
|687|3.67554|0.933584|-114.348|-26.9544|-0.366422|-41.4672|
|688|3.64855|0.933217|-114.39|-27.0163|-0.367263|-41.5623|
|689|3.6215|0.932849|-114.432|-27.0782|-0.368104|-41.6575|
|690|3.5944|0.93248|-114.473|-27.1401|-0.368945|-41.7527|
|691|3.56722|0.932111|-114.515|-27.2019|-0.369786|-41.8479|
|692|3.53999|0.931741|-114.557|-27.2638|-0.370628|-41.9431|
|693|3.5127|0.93137|-114.599|-27.3257|-0.371469|-42.0383|
|694|3.48534|0.930998|-114.641|-27.3876|-0.37231|-42.1335|
|695|3.45792|0.930625|-114.683|-27.4494|-0.373151|-42.2287|
|696|3.43044|0.930252|-114.726|-27.5113|-0.373992|-42.3238|
|697|3.4029|0.929877|-114.768|-27.5732|-0.374833|-42.419|
|698|3.37529|0.929502|-114.81|-27.635|-0.375674|-42.5142|
|699|3.34763|0.929126|-114.853|-27.6969|-0.376515|-42.6094|
|700|3.3199|0.928749|-114.896|-27.7588|-0.377356|-42.7046|
|701|3.29211|0.928371|-114.938|-27.8206|-0.378197|-42.7997|
|702|3.26426|0.927993|-114.981|-27.8825|-0.379038|-42.8949|
|703|3.23635|0.927613|-115.024|-27.9444|-0.379879|-42.99|
|704|3.20837|0.927233|-115.067|-28.0062|-0.38072|-43.0852|
|705|3.18033|0.926852|-115.11|-28.0681|-0.381561|-43.1803|
|706|3.15223|0.92647|-115.154|-28.1299|-0.382401|-43.2755|
|707|3.12407|0.926087|-115.197|-28.1917|-0.383242|-43.3706|
|708|3.09585|0.925703|-115.24|-28.2536|-0.384083|-43.4658|
|709|3.06757|0.925319|-115.284|-28.3154|-0.384923|-43.5609|
|710|3.03922|0.924933|-115.327|-28.3772|-0.385764|-43.656|
|711|3.01081|0.924547|-115.371|-28.439|-0.386604|-43.7511|
|712|2.98234|0.92416|-115.415|-28.5009|-0.387444|-43.8462|
|713|2.95381|0.923772|-115.459|-28.5627|-0.388284|-43.9413|
|714|2.92522|0.923384|-115.503|-28.6245|-0.389124|-44.0363|
|715|2.89656|0.922994|-115.547|-28.6863|-0.389964|-44.1314|
|716|2.86784|0.922604|-115.591|-28.748|-0.390804|-44.2264|
|717|2.83907|0.922212|-115.635|-28.8098|-0.391644|-44.3215|
|718|2.81023|0.92182|-115.68|-28.8716|-0.392484|-44.4165|
|719|2.78132|0.921427|-115.724|-28.9333|-0.393323|-44.5115|
|720|2.75236|0.921034|-115.769|-28.9951|-0.394163|-44.6065|
|721|2.72333|0.920639|-115.813|-29.0568|-0.395002|-44.7015|
|722|2.69424|0.920244|-115.858|-29.1186|-0.395841|-44.7965|
|723|2.6651|0.919847|-115.903|-29.1803|-0.396681|-44.8914|
|724|2.63588|0.91945|-115.948|-29.242|-0.397519|-44.9864|
|725|2.60661|0.919052|-115.993|-29.3037|-0.398358|-45.0813|
|726|2.57728|0.918654|-116.038|-29.3654|-0.399197|-45.1762|
|727|2.54788|0.918254|-116.083|-29.4271|-0.400035|-45.2711|
|728|2.51842|0.917854|-116.129|-29.4888|-0.400874|-45.366|
|729|2.4889|0.917452|-116.174|-29.5504|-0.401712|-45.4608|
|730|2.45932|0.91705|-116.22|-29.6121|-0.40255|-45.5557|
|731|2.42968|0.916647|-116.265|-29.6737|-0.403388|-45.6505|
|732|2.39997|0.916243|-116.311|-29.7353|-0.404226|-45.7453|
|733|2.37021|0.915839|-116.357|-29.7969|-0.405063|-45.8401|
|734|2.34038|0.915433|-116.402|-29.8585|-0.4059|-45.9348|
|735|2.31049|0.915027|-116.448|-29.9201|-0.406738|-46.0296|
|736|2.28054|0.91462|-116.495|-29.9817|-0.407575|-46.1243|
|737|2.25053|0.914212|-116.541|-30.0432|-0.408411|-46.219|
|738|2.22045|0.913803|-116.587|-30.1048|-0.409248|-46.3137|
|739|2.19032|0.913393|-116.633|-30.1663|-0.410084|-46.4083|
