9.79744 0.788221 -99.1857
|Index|x_pos|y_pos|z_pos|x_vel|y_vel|z_vel|joint1_pos|joint2_pos|joint3_pos|joint1_vel|joint2_vel|joint3_vel|
|2830|-41.7288|0.245233|-182.412|-143.565|-1.5129|-231.889|143755|206318|70441.6|491293|623413|326080|
|2831|-41.7576|0.244931|-182.458|-143.505|-1.51226|-231.792|143853|206443|70506.8|491155|623176|326034|
|2832|-41.7862|0.244628|-182.505|-143.444|-1.51163|-231.694|143952|206567|70572|491016|622938|325988|
|2833|-41.8149|0.244326|-182.551|-143.384|-1.51099|-231.596|144050|206692|70637.2|490877|622700|325941|
|2834|-41.8436|0.244024|-182.597|-143.323|-1.51035|-231.499|144148|206816|70702.4|490737|622462|325894|
|2835|-41.8723|0.243722|-182.644|-143.263|-1.50971|-231.401|144246|206941|70767.6|490597|622224|325846|
|2836|-41.9009|0.24342|-182.69|-143.202|-1.50907|-231.302|144344|207065|70832.7|490457|621985|325798|
|2837|-41.9295|0.243118|-182.736|-143.141|-1.50843|-231.204|144442|207190|70897.9|490317|621746|325750|
|2838|-41.9582|0.242817|-182.782|-143.08|-1.50779|-231.105|144540|207314|70963|490176|621507|325701|
|2839|-41.9868|0.242515|-182.829|-143.019|-1.50714|-231.007|144638|207438|71028.2|490035|621267|325652|
|2840|-42.0154|0.242214|-182.875|-142.957|-1.5065|-230.908|144736|207562|71093.3|489894|621028|325603|
|2841|-42.044|0.241913|-182.921|-142.896|-1.50585|-230.809|144834|207687|71158.4|489753|620788|325554|
|2842|-42.0725|0.241611|-182.967|-142.835|-1.5052|-230.709|144932|207811|71223.5|489611|620548|325504|
|2843|-42.1011|0.24131|-183.013|-142.773|-1.50455|-230.61|145030|207935|71288.6|489468|620308|325453|
|2844|-42.1296|0.24101|-183.059|-142.711|-1.5039|-230.51|145128|208059|71353.7|489326|620067|325403|
|2845|-42.1582|0.240709|-183.105|-142.65|-1.50325|-230.41|145226|208183|71418.8|489183|619826|325352|
|2846|-42.1867|0.240408|-183.151|-142.588|-1.5026|-230.31|145324|208307|71483.8|489040|619585|325301|
|2847|-42.2152|0.240108|-183.198|-142.526|-1.50195|-230.21|145422|208431|71548.9|488897|619344|325249|
|2848|-42.2437|0.239808|-183.244|-142.463|-1.50129|-230.11|145519|208554|71613.9|488753|619103|325197|
|2849|-42.2722|0.239507|-183.29|-142.401|-1.50063|-230.009|145617|208678|71679|488609|618861|325145|
|2850|-42.3007|0.239207|-183.336|-142.339|-1.49998|-229.908|145715|208802|71744|488465|618619|325093|
|2851|-42.3291|0.238907|-183.382|-142.276|-1.49932|-229.808|145812|208926|71809|488320|618377|325040|
|2852|-42.3576|0.238608|-183.428|-142.214|-1.49866|-229.706|145910|209049|71874|488175|618134|324987|
|2853|-42.386|0.238308|-183.473|-142.151|-1.498|-229.605|146008|209173|71939|488030|617892|324933|
|2854|-42.4144|0.238008|-183.519|-142.088|-1.49734|-229.504|146105|209297|72004|487884|617649|324879|
|2855|-42.4429|0.237709|-183.565|-142.025|-1.49667|-229.402|146203|209420|72068.9|487738|617406|324825|
|2856|-42.4713|0.23741|-183.611|-141.962|-1.49601|-229.3|146300|209544|72133.9|487592|617162|324770|
|2857|-42.4996|0.237111|-183.657|-141.899|-1.49534|-229.198|146398|209667|72198.8|487445|616919|324716|
|2858|-42.528|0.236812|-183.703|-141.836|-1.49468|-229.096|146495|209790|72263.8|487299|616675|324660|
|2859|-42.5564|0.236513|-183.749|-141.772|-1.49401|-228.994|146593|209914|72328.7|487151|616431|324605|
|2860|-42.5847|0.236214|-183.794|-141.709|-1.49334|-228.891|146690|210037|72393.6|487004|616186|324549|
|2861|-42.6131|0.235915|-183.84|-141.645|-1.49267|-228.788|146788|210160|72458.5|486856|615942|324493|
|2862|-42.6414|0.235617|-183.886|-141.582|-1.492|-228.686|146885|210283|72523.4|486708|615697|324436|
|2863|-42.6697|0.235319|-183.932|-141.518|-1.49133|-228.582|146982|210406|72588.3|486560|615452|324379|
|2864|-42.698|0.23502|-183.977|-141.454|-1.49065|-228.479|147080|210529|72653.2|486411|615207|324322|
|2865|-42.7263|0.234722|-184.023|-141.39|-1.48998|-228.376|147177|210652|72718|486262|614961|324265|
|2866|-42.7545|0.234424|-184.069|-141.326|-1.4893|-228.272|147274|210775|72782.9|486113|614715|324207|
|2867|-42.7828|0.234127|-184.114|-141.262|-1.48862|-228.168|147371|210898|72847.7|485963|614469|324149|
|2868|-42.811|0.233829|-184.16|-141.197|-1.48795|-228.064|147468|211021|72912.5|485813|614223|324090|
|2869|-42.8393|0.233531|-184.206|-141.133|-1.48727|-227.96|147566|211144|72977.4|485663|613977|324031|
|2870|-42.8675|0.233234|-184.251|-141.068|-1.48659|-227.856|147663|211267|73042.2|485513|613730|323972|
|2871|-42.8957|0.232937|-184.297|-141.003|-1.4859|-227.752|147760|211389|73106.9|485362|613483|323913|
|2872|-42.9239|0.23264|-184.342|-140.939|-1.48522|-227.647|147857|211512|73171.7|485211|613236|323853|
|2873|-42.9521|0.232343|-184.388|-140.874|-1.48454|-227.542|147954|211635|73236.5|485059|612989|323793|
|2874|-42.9802|0.232046|-184.433|-140.809|-1.48385|-227.437|148051|211757|73301.2|484907|612741|323732|
|2875|-43.0084|0.231749|-184.479|-140.744|-1.48317|-227.332|148148|211880|73366|484755|612493|323671|
|2876|-43.0365|0.231453|-184.524|-140.678|-1.48248|-227.226|148245|212002|73430.7|484603|612245|323610|
|2877|-43.0647|0.231156|-184.57|-140.613|-1.48179|-227.121|148342|212125|73495.4|484450|611997|323549|
|2878|-43.0928|0.23086|-184.615|-140.548|-1.4811|-227.015|148439|212247|73560.1|484297|611748|323487|
|2879|-43.1209|0.230564|-184.66|-140.482|-1.48041|-226.909|148535|212369|73624.8|484144|611499|323425|
|2880|-43.149|0.230268|-184.706|-140.416|-1.47972|-226.803|148632|212492|73689.5|483990|611250|323362|
|2881|-43.1771|0.229972|-184.751|-140.351|-1.47902|-226.697|148729|212614|73754.2|483836|611001|323299|
|2882|-43.2051|0.229676|-184.796|-140.285|-1.47833|-226.591|148826|212736|73818.8|483682|610751|323236|
|2883|-43.2332|0.22938|-184.842|-140.219|-1.47763|-226.484|148922|212858|73883.5|483527|610501|323173|
|2884|-43.2612|0.229085|-184.887|-140.153|-1.47694|-226.377|149019|212980|73948.1|483373|610251|323109|
|2885|-43.2892|0.22879|-184.932|-140.086|-1.47624|-226.27|149116|213102|74012.7|483217|610001|323045|
|2886|-43.3172|0.228495|-184.978|-140.02|-1.47554|-226.163|149212|213224|74077.3|483062|609750|322981|
|2887|-43.3452|0.228199|-185.023|-139.954|-1.47484|-226.056|149309|213346|74141.9|482906|609500|322916|
|2888|-43.3732|0.227905|-185.068|-139.887|-1.47414|-225.948|149406|213468|74206.5|482750|609249|322851|
|2889|-43.4012|0.22761|-185.113|-139.82|-1.47344|-225.841|149502|213590|74271|482594|608997|322785|
|2890|-43.4292|0.227315|-185.158|-139.754|-1.47274|-225.733|149599|213712|74335.6|482437|608746|322719|
|2891|-43.4571|0.227021|-185.203|-139.687|-1.47203|-225.625|149695|213833|74400.1|482280|608494|322653|
|2892|-43.485|0.226726|-185.249|-139.62|-1.47133|-225.517|149792|213955|74464.6|482122|608242|322587|
|2893|-43.5129|0.226432|-185.294|-139.553|-1.47062|-225.409|149888|214077|74529.2|481965|607990|322520|
|2894|-43.5409|0.226138|-185.339|-139.486|-1.46991|-225.3|149984|214198|74593.7|481807|607738|322453|
|2895|-43.5687|0.225844|-185.384|-139.418|-1.4692|-225.191|150081|214320|74658.1|481648|607485|322386|
|2896|-43.5966|0.22555|-185.429|-139.351|-1.46849|-225.083|150177|214441|74722.6|481490|607232|322318|
|2897|-43.6245|0.225257|-185.474|-139.284|-1.46778|-224.974|150273|214563|74787.1|481331|606979|322250|
|2898|-43.6523|0.224963|-185.519|-139.216|-1.46707|-224.864|150370|214684|74851.5|481172|606725|322181|
|2899|-43.6802|0.22467|-185.564|-139.148|-1.46635|-224.755|150466|214805|74915.9|481012|606472|322112|
|2900|-43.708|0.224377|-185.609|-139.08|-1.46564|-224.645|150562|214927|74980.4|480852|606218|322043|
|2901|-43.7358|0.224084|-185.654|-139.012|-1.46492|-224.536|150658|215048|75044.8|480692|605963|321974|
|2902|-43.7636|0.223791|-185.699|-138.944|-1.46421|-224.426|150754|215169|75109.1|480531|605709|321904|
|2903|-43.7914|0.223498|-185.743|-138.876|-1.46349|-224.316|150850|215290|75173.5|480371|605454|321834|
|2904|-43.8191|0.223205|-185.788|-138.808|-1.46277|-224.206|150946|215411|75237.9|480210|605199|321764|
|2905|-43.8469|0.222913|-185.833|-138.74|-1.46205|-224.095|151042|215532|75302.2|480048|604944|321693|
|2906|-43.8746|0.222621|-185.878|-138.671|-1.46133|-223.985|151138|215653|75366.6|479886|604689|321622|
|2907|-43.9024|0.222328|-185.923|-138.603|-1.46061|-223.874|151234|215774|75430.9|479724|604433|321551|
|2908|-43.9301|0.222036|-185.967|-138.534|-1.45988|-223.763|151330|215895|75495.2|479562|604177|321479|
|2909|-43.9578|0.221744|-186.012|-138.465|-1.45916|-223.652|151426|216016|75559.5|479399|603921|321407|
|2910|-43.9855|0.221453|-186.057|-138.397|-1.45843|-223.541|151522|216137|75623.7|479236|603665|321334|
|2911|-44.0131|0.221161|-186.102|-138.328|-1.45771|-223.429|151618|216257|75688|479073|603408|321262|
|2912|-44.0408|0.22087|-186.146|-138.258|-1.45698|-223.318|151714|216378|75752.2|478909|603151|321189|
|2913|-44.0684|0.220578|-186.191|-138.189|-1.45625|-223.206|151809|216499|75816.5|478745|602894|321115|
|2914|-44.0961|0.220287|-186.236|-138.12|-1.45552|-223.094|151905|216619|75880.7|478581|602637|321042|
|2915|-44.1237|0.219996|-186.28|-138.051|-1.45479|-222.982|152001|216740|75944.9|478417|602379|320968|
|2916|-44.1513|0.219705|-186.325|-137.981|-1.45406|-222.87|152097|216860|76009.1|478252|602122|320893|
|2917|-44.1789|0.219414|-186.369|-137.912|-1.45332|-222.758|152192|216980|76073.2|478086|601863|320819|
|2918|-44.2065|0.219124|-186.414|-137.842|-1.45259|-222.645|152288|217101|76137.4|477921|601605|320744|
|2919|-44.234|0.218833|-186.458|-137.772|-1.45185|-222.532|152383|217221|76201.5|477755|601347|320668|
|2920|-44.2616|0.218543|-186.503|-137.702|-1.45112|-222.419|152479|217341|76265.7|477589|601088|320593|
|2921|-44.2891|0.218253|-186.547|-137.632|-1.45038|-222.306|152574|217462|76329.8|477423|600829|320517|
|2922|-44.3166|0.217963|-186.592|-137.562|-1.44964|-222.193|152670|217582|76393.9|477256|600569|320440|
|2923|-44.3441|0.217673|-186.636|-137.492|-1.4489|-222.08|152765|217702|76458|477089|600310|320364|
|2924|-44.3716|0.217383|-186.681|-137.422|-1.44816|-221.966|152861|217822|76522|476921|600050|320287|
|2925|-44.3991|0.217094|-186.725|-137.351|-1.44742|-221.852|152956|217942|76586.1|476754|599790|320209|
|2926|-44.4266|0.216804|-186.769|-137.281|-1.44667|-221.738|153051|218062|76650.1|476586|599530|320132|
|2927|-44.454|0.216515|-186.814|-137.21|-1.44593|-221.624|153147|218182|76714.1|476417|599269|320054|
|2928|-44.4814|0.216226|-186.858|-137.139|-1.44518|-221.51|153242|218301|76778.1|476249|599008|319975|
|2929|-44.5089|0.215937|-186.902|-137.068|-1.44444|-221.396|153337|218421|76842.1|476080|598747|319897|
|2930|-44.5363|0.215648|-186.947|-136.998|-1.44369|-221.281|153432|218541|76906.1|475910|598486|319818|
|2931|-44.5637|0.21536|-186.991|-136.926|-1.44294|-221.166|153528|218661|76970|475741|598224|319739|
|2932|-44.591|0.215071|-187.035|-136.855|-1.44219|-221.052|153623|218780|77034|475571|597962|319659|
|2933|-44.6184|0.214783|-187.079|-136.784|-1.44144|-220.936|153718|218900|77097.9|475401|597700|319579|
|2934|-44.6458|0.214495|-187.123|-136.713|-1.44069|-220.821|153813|219019|77161.8|475230|597438|319499|
|2935|-44.6731|0.214206|-187.168|-136.641|-1.43994|-220.706|153908|219139|77225.7|475059|597176|319418|
|2936|-44.7004|0.213919|-187.212|-136.57|-1.43918|-220.59|154003|219258|77289.6|474888|596913|319337|
|2937|-44.7277|0.213631|-187.256|-136.498|-1.43843|-220.475|154098|219378|77353.4|474717|596650|319256|
|2938|-44.755|0.213343|-187.3|-136.426|-1.43767|-220.359|154193|219497|77417.3|474545|596386|319174|
|2939|-44.7823|0.213056|-187.344|-136.355|-1.43691|-220.243|154288|219616|77481.1|474373|596123|319092|
|2940|-44.8096|0.212768|-187.388|-136.283|-1.43616|-220.126|154383|219735|77544.9|474200|595859|319010|
|2941|-44.8368|0.212481|-187.432|-136.211|-1.4354|-220.01|154477|219854|77608.7|474027|595595|318928|
|2942|-44.864|0.212194|-187.476|-136.138|-1.43464|-219.894|154572|219974|77672.5|473854|595331|318845|
|2943|-44.8913|0.211907|-187.52|-136.066|-1.43388|-219.777|154667|220093|77736.2|473681|595066|318761|
|2944|-44.9185|0.211621|-187.564|-135.994|-1.43311|-219.66|154762|220212|77800|473507|594801|318678|
|2945|-44.9457|0.211334|-187.608|-135.921|-1.43235|-219.543|154856|220330|77863.7|473333|594536|318594|
|2946|-44.9728|0.211048|-187.652|-135.849|-1.43159|-219.426|154951|220449|77927.4|473159|594271|318510|
|2947|-45|0.210762|-187.696|-135.776|-1.43082|-219.308|155046|220568|77991.1|472984|594005|318425|
|2948|-45.0271|0.210475|-187.739|-135.703|-1.43005|-219.191|155140|220687|78054.8|472809|593740|318340|
|2949|-45.0543|0.21019|-187.783|-135.631|-1.42929|-219.073|155235|220806|78118.5|472634|593474|318255|
|2950|-45.0814|0.209904|-187.827|-135.558|-1.42852|-218.955|155329|220924|78182.1|472458|593207|318170|
|2951|-45.1085|0.209618|-187.871|-135.485|-1.42775|-218.837|155424|221043|78245.7|472283|592941|318084|
|2952|-45.1356|0.209333|-187.915|-135.411|-1.42698|-218.719|155518|221162|78309.3|472106|592674|317998|
|2953|-45.1627|0.209047|-187.958|-135.338|-1.4262|-218.601|155612|221280|78372.9|471930|592407|317911|
|2954|-45.1897|0.208762|-188.002|-135.265|-1.42543|-218.483|155707|221398|78436.5|471753|592139|317824|
|2955|-45.2168|0.208477|-188.046|-135.191|-1.42466|-218.364|155801|221517|78500.1|471576|591872|317737|
|2956|-45.2438|0.208192|-188.089|-135.118|-1.42388|-218.245|155895|221635|78563.6|471398|591604|317650|
|2957|-45.2708|0.207908|-188.133|-135.044|-1.42311|-218.126|155990|221754|78627.1|471221|591336|317562|
|2958|-45.2978|0.207623|-188.177|-134.971|-1.42233|-218.007|156084|221872|78690.6|471042|591068|317474|
|2959|-45.3248|0.207339|-188.22|-134.897|-1.42155|-217.888|156178|221990|78754.1|470864|590799|317385|
|2960|-45.3518|0.207054|-188.264|-134.823|-1.42077|-217.768|156272|222108|78817.6|470685|590530|317297|
|2961|-45.3787|0.20677|-188.307|-134.749|-1.41999|-217.649|156366|222226|78881|470506|590261|317208|
|2962|-45.4057|0.206486|-188.351|-134.675|-1.41921|-217.529|156461|222344|78944.5|470327|589992|317118|
|2963|-45.4326|0.206203|-188.394|-134.6|-1.41843|-217.409|156555|222462|79007.9|470147|589722|317028|
|2964|-45.4595|0.205919|-188.438|-134.526|-1.41765|-217.289|156649|222580|79071.3|469967|589452|316938|
|2965|-45.4864|0.205636|-188.481|-134.452|-1.41686|-217.169|156743|222698|79134.6|469787|589182|316848|
|2966|-45.5133|0.205352|-188.525|-134.377|-1.41608|-217.048|156836|222816|79198|469606|588912|316757|
|2967|-45.5402|0.205069|-188.568|-134.302|-1.41529|-216.928|156930|222934|79261.3|469425|588641|316666|
|2968|-45.567|0.204786|-188.611|-134.228|-1.4145|-216.807|157024|223051|79324.7|469244|588370|316575|
|2969|-45.5939|0.204503|-188.655|-134.153|-1.41371|-216.686|157118|223169|79388|469062|588099|316483|
|2970|-45.6207|0.204221|-188.698|-134.078|-1.41292|-216.565|157212|223286|79451.3|468880|587828|316391|
|2971|-45.6475|0.203938|-188.741|-134.003|-1.41213|-216.444|157306|223404|79514.5|468698|587556|316299|
|2972|-45.6743|0.203656|-188.785|-133.928|-1.41134|-216.323|157399|223521|79577.8|468515|587284|316206|
|2973|-45.7011|0.203374|-188.828|-133.853|-1.41055|-216.201|157493|223639|79641|468333|587012|316113|
|2974|-45.7278|0.203092|-188.871|-133.777|-1.40976|-216.08|157587|223756|79704.2|468149|586740|316020|
|2975|-45.7546|0.20281|-188.914|-133.702|-1.40896|-215.958|157680|223874|79767.4|467966|586467|315926|
|2976|-45.7813|0.202528|-188.958|-133.626|-1.40817|-215.836|157774|223991|79830.6|467782|586194|315832|
|2977|-45.808|0.202247|-189.001|-133.551|-1.40737|-215.714|157867|224108|79893.8|467598|585921|315738|
|2978|-45.8347|0.201965|-189.044|-133.475|-1.40657|-215.592|157961|224225|79956.9|467414|585648|315643|
|2979|-45.8614|0.201684|-189.087|-133.399|-1.40577|-215.469|158054|224342|80020|467229|585374|315548|
|2980|-45.8881|0.201403|-189.13|-133.324|-1.40497|-215.347|158148|224459|80083.1|467044|585100|315453|
|2981|-45.9147|0.201122|-189.173|-133.248|-1.40417|-215.224|158241|224576|80146.2|466858|584826|315357|
|2982|-45.9414|0.200841|-189.216|-133.171|-1.40337|-215.101|158335|224693|80209.3|466673|584551|315261|
|2983|-45.968|0.200561|-189.259|-133.095|-1.40257|-214.978|158428|224810|80272.3|466486|584277|315165|
|2984|-45.9946|0.20028|-189.302|-133.019|-1.40176|-214.855|158521|224927|80335.3|466300|584002|315068|
|2985|-46.0212|0.2|-189.345|-132.943|-1.40096|-214.732|158614|225044|80398.3|466113|583727|314971|
|2986|-46.0478|0.19972|-189.388|-132.866|-1.40015|-214.608|158708|225161|80461.3|465926|583451|314874|
|2987|-46.0744|0.19944|-189.431|-132.79|-1.39935|-214.485|158801|225277|80524.3|465739|583175|314777|
|2988|-46.1009|0.19916|-189.474|-132.713|-1.39854|-214.361|158894|225394|80587.2|465551|582899|314679|
|2989|-46.1274|0.19888|-189.517|-132.636|-1.39773|-214.237|158987|225510|80650.1|465364|582623|314580|
|2990|-46.154|0.198601|-189.56|-132.559|-1.39692|-214.113|159080|225627|80713.1|465175|582347|314482|
|2991|-46.1805|0.198322|-189.602|-132.483|-1.39611|-213.988|159173|225743|80775.9|464987|582070|314383|
|2992|-46.207|0.198042|-189.645|-132.406|-1.3953|-213.864|159266|225860|80838.8|464798|581793|314284|
|2993|-46.2334|0.197763|-189.688|-132.328|-1.39449|-213.74|159359|225976|80901.7|464609|581516|314184|
|2994|-46.2599|0.197485|-189.731|-132.251|-1.39367|-213.615|159452|226092|80964.5|464419|581238|314085|
|2995|-46.2863|0.197206|-189.773|-132.174|-1.39286|-213.49|159545|226208|81027.3|464229|580960|313984|
|2996|-46.3128|0.196928|-189.816|-132.097|-1.39204|-213.365|159638|226325|81090.1|464039|580682|313884|
|2997|-46.3392|0.196649|-189.859|-132.019|-1.39123|-213.24|159730|226441|81152.8|463848|580404|313783|
|2998|-46.3656|0.196371|-189.901|-131.941|-1.39041|-213.114|159823|226557|81215.6|463658|580125|313682|
|2999|-46.392|0.196093|-189.944|-131.864|-1.38959|-212.989|159916|226673|81278.3|463467|579846|313581|
|3000|-46.4183|0.195815|-189.986|-131.786|-1.38877|-212.863|160008|226789|81341|463275|579567|313479|
|3001|-46.4447|0.195538|-190.029|-131.708|-1.38795|-212.738|160101|226905|81403.7|463083|579288|313377|
|3002|-46.471|0.19526|-190.072|-131.63|-1.38713|-212.612|160194|227020|81466.4|462891|579008|313274|
|3003|-46.4973|0.194983|-190.114|-131.552|-1.38631|-212.486|160286|227136|81529|462699|578729|313172|
|3004|-46.5236|0.194706|-190.157|-131.474|-1.38548|-212.359|160379|227252|81591.6|462506|578448|313069|
|3005|-46.5499|0.194428|-190.199|-131.396|-1.38466|-212.233|160471|227368|81654.2|462313|578168|312965|
|3006|-46.5762|0.194152|-190.241|-131.317|-1.38383|-212.107|160564|227483|81716.8|462120|577887|312861|
|3007|-46.6024|0.193875|-190.284|-131.239|-1.38301|-211.98|160656|227599|81779.4|461926|577606|312757|
|3008|-46.6287|0.193598|-190.326|-131.161|-1.38218|-211.853|160749|227714|81841.9|461732|577325|312653|
|3009|-46.6549|0.193322|-190.369|-131.082|-1.38135|-211.726|160841|227830|81904.4|461538|577044|312548|
|3010|-46.6811|0.193046|-190.411|-131.003|-1.38052|-211.599|160933|227945|81966.9|461343|576762|312443|
|3011|-46.7073|0.19277|-190.453|-130.924|-1.37969|-211.472|161025|228060|82029.4|461148|576480|312338|
|3012|-46.7335|0.192494|-190.496|-130.846|-1.37886|-211.344|161118|228176|82091.9|460953|576198|312233|
|3013|-46.7596|0.192218|-190.538|-130.767|-1.37803|-211.217|161210|228291|82154.3|460757|575915|312127|
|3014|-46.7858|0.191943|-190.58|-130.688|-1.3772|-211.089|161302|228406|82216.7|460561|575633|312020|
|3015|-46.8119|0.191667|-190.622|-130.608|-1.37636|-210.961|161394|228521|82279.1|460365|575350|311914|
|3016|-46.838|0.191392|-190.664|-130.529|-1.37553|-210.833|161486|228636|82341.5|460169|575066|311807|
|3017|-46.8641|0.191117|-190.707|-130.45|-1.37469|-210.705|161578|228751|82403.9|459972|574783|311700|
|3018|-46.8902|0.190842|-190.749|-130.37|-1.37385|-210.577|161670|228866|82466.2|459774|574499|311592|
|3019|-46.9163|0.190568|-190.791|-130.291|-1.37302|-210.449|161762|228981|82528.5|459577|574215|311484|
|3020|-46.9423|0.190293|-190.833|-130.211|-1.37218|-210.32|161854|229096|82590.8|459379|573931|311376|
|3021|-46.9684|0.190019|-190.875|-130.132|-1.37134|-210.191|161946|229211|82653|459181|573646|311267|
|3022|-46.9944|0.189745|-190.917|-130.052|-1.3705|-210.062|162038|229325|82715.3|458983|573361|311159|
|3023|-47.0204|0.189471|-190.959|-129.972|-1.36965|-209.933|162129|229440|82777.5|458784|573076|311049|
|3024|-47.0464|0.189197|-191.001|-129.892|-1.36881|-209.804|162221|229554|82839.7|458585|572791|310940|
|3025|-47.0723|0.188923|-191.043|-129.812|-1.36797|-209.675|162313|229669|82901.9|458385|572505|310830|
|3026|-47.0983|0.18865|-191.085|-129.732|-1.36712|-209.546|162404|229783|82964|458185|572219|310720|
|3027|-47.1242|0.188376|-191.127|-129.652|-1.36628|-209.416|162496|229898|83026.2|457985|571933|310610|
|3028|-47.1501|0.188103|-191.169|-129.571|-1.36543|-209.286|162588|230012|83088.3|457785|571647|310499|
|3029|-47.1761|0.18783|-191.21|-129.491|-1.36459|-209.156|162679|230127|83150.4|457584|571360|310388|
|3030|-47.2019|0.187557|-191.252|-129.41|-1.36374|-209.026|162771|230241|83212.4|457383|571073|310276|
|3031|-47.2278|0.187285|-191.294|-129.33|-1.36289|-208.896|162862|230355|83274.5|457182|570786|310165|
|3032|-47.2537|0.187012|-191.336|-129.249|-1.36204|-208.766|162953|230469|83336.5|456980|570498|310053|
|3033|-47.2795|0.18674|-191.378|-129.168|-1.36119|-208.635|163045|230583|83398.5|456778|570211|309940|
|3034|-47.3053|0.186468|-191.419|-129.088|-1.36033|-208.505|163136|230697|83460.5|456576|569923|309828|
|3035|-47.3312|0.186196|-191.461|-129.007|-1.35948|-208.374|163227|230811|83522.4|456373|569634|309715|
|3036|-47.3569|0.185924|-191.503|-128.926|-1.35863|-208.243|163319|230925|83584.4|456171|569346|309601|
|3037|-47.3827|0.185652|-191.544|-128.844|-1.35777|-208.112|163410|231039|83646.3|455967|569057|309488|
|3038|-47.4085|0.185381|-191.586|-128.763|-1.35692|-207.981|163501|231153|83708.2|455764|568768|309374|
|3039|-47.4342|0.185109|-191.627|-128.682|-1.35606|-207.85|163592|231266|83770|455560|568479|309260|
|3040|-47.46|0.184838|-191.669|-128.601|-1.3552|-207.718|163683|231380|83831.9|455356|568189|309145|
|3041|-47.4857|0.184567|-191.711|-128.519|-1.35434|-207.587|163774|231494|83893.7|455151|567899|309030|
|3042|-47.5114|0.184297|-191.752|-128.438|-1.35349|-207.455|163865|231607|83955.5|454946|567609|308915|
|3043|-47.537|0.184026|-191.793|-128.356|-1.35262|-207.323|163956|231721|84017.2|454741|567319|308799|
|3044|-47.5627|0.183756|-191.835|-128.274|-1.35176|-207.191|164047|231834|84079|454536|567028|308683|
|3045|-47.5884|0.183485|-191.876|-128.192|-1.3509|-207.059|164138|231948|84140.7|454330|566737|308567|
|3046|-47.614|0.183215|-191.918|-128.111|-1.35004|-206.927|164229|232061|84202.4|454124|566446|308451|
|3047|-47.6396|0.182945|-191.959|-128.029|-1.34917|-206.794|164320|232174|84264.1|453917|566155|308334|
|3048|-47.6652|0.182675|-192|-127.946|-1.34831|-206.662|164411|232287|84325.8|453711|565863|308217|
|3049|-47.6908|0.182406|-192.042|-127.864|-1.34744|-206.529|164501|232400|84387.4|453503|565571|308099|
|3050|-47.7163|0.182136|-192.083|-127.782|-1.34658|-206.396|164592|232514|84449|453296|565279|307982|
|3051|-47.7419|0.181867|-192.124|-127.7|-1.34571|-206.263|164683|232627|84510.6|453088|564986|307864|
|3052|-47.7674|0.181598|-192.166|-127.617|-1.34484|-206.13|164773|232740|84572.1|452880|564693|307745|
|3053|-47.7929|0.181329|-192.207|-127.535|-1.34397|-205.997|164864|232852|84633.7|452672|564400|307627|
|3054|-47.8184|0.181061|-192.248|-127.452|-1.3431|-205.863|164954|232965|84695.2|452463|564107|307507|
|3055|-47.8439|0.180792|-192.289|-127.37|-1.34223|-205.73|165045|233078|84756.7|452254|563813|307388|
|3056|-47.8694|0.180524|-192.33|-127.287|-1.34136|-205.596|165135|233191|84818.1|452045|563520|307269|
|3057|-47.8948|0.180256|-192.371|-127.204|-1.34049|-205.462|165226|233303|84879.6|451835|563225|307149|
|3058|-47.9203|0.179988|-192.412|-127.121|-1.33961|-205.328|165316|233416|84941|451625|562931|307028|
|3059|-47.9457|0.17972|-192.454|-127.038|-1.33874|-205.194|165406|233529|85002.4|451415|562636|306908|
|3060|-47.9711|0.179452|-192.495|-126.955|-1.33786|-205.06|165497|233641|85063.8|451205|562341|306787|
|3061|-47.9965|0.179185|-192.536|-126.872|-1.33698|-204.926|165587|233754|85125.1|450994|562046|306666|
|3062|-48.0218|0.178917|-192.577|-126.788|-1.33611|-204.791|165677|233866|85186.4|450782|561751|306544|
|3063|-48.0472|0.17865|-192.617|-126.705|-1.33523|-204.657|165767|233978|85247.7|450571|561455|306422|
|3064|-48.0725|0.178383|-192.658|-126.622|-1.33435|-204.522|165857|234091|85309|450359|561159|306300|
|3065|-48.0978|0.178116|-192.699|-126.538|-1.33347|-204.387|165947|234203|85370.2|450147|560863|306177|
|3066|-48.1231|0.17785|-192.74|-126.455|-1.33259|-204.252|166037|234315|85431.5|449934|560566|306055|
|3067|-48.1484|0.177583|-192.781|-126.371|-1.33171|-204.117|166127|234427|85492.7|449721|560270|305932|
|3068|-48.1737|0.177317|-192.822|-126.287|-1.33082|-203.982|166217|234539|85553.8|449508|559972|305808|
|3069|-48.1989|0.177051|-192.863|-126.203|-1.32994|-203.846|166307|234651|85615|449295|559675|305684|
|3070|-48.2242|0.176785|-192.903|-126.119|-1.32906|-203.711|166397|234763|85676.1|449081|559378|305560|
|3071|-48.2494|0.176519|-192.944|-126.035|-1.32817|-203.575|166487|234875|85737.2|448867|559080|305436|
|3072|-48.2746|0.176254|-192.985|-125.951|-1.32728|-203.439|166576|234987|85798.3|448653|558781|305311|
|3073|-48.2998|0.175988|-193.025|-125.867|-1.3264|-203.303|166666|235098|85859.3|448438|558483|305186|
|3074|-48.3249|0.175723|-193.066|-125.783|-1.32551|-203.167|166756|235210|85920.4|448223|558184|305061|
