9.79744 0.788221 -99.1857
|Index|x_pos|y_pos|z_pos|x_vel|y_vel|z_vel|joint1_pos|joint2_pos|joint3_pos|joint1_vel|joint2_vel|joint3_vel|
|572|8.95553|0.779349|-100.546|-21.6538|-0.22819|-34.9757|-43219.1|-86544.9|-14772.4|114339|256117|17041.9|
|573|8.9512|0.779303|-100.553|-21.7259|-0.228949|-35.0922|-43196.2|-86493.6|-14769|114701|256874|17104.9|
|574|8.94684|0.779257|-100.56|-21.7981|-0.22971|-35.2088|-43173.2|-86442.1|-14765.5|115062|257631|17168|
|575|8.94248|0.779211|-100.567|-21.8704|-0.230472|-35.3255|-43150.2|-86390.5|-14762.1|115424|258389|17231.3|
|576|8.9381|0.779165|-100.574|-21.9428|-0.231235|-35.4425|-43127|-86338.7|-14758.6|115787|259148|17294.7|
|577|8.9337|0.779119|-100.581|-22.0153|-0.231999|-35.5596|-43103.8|-86286.8|-14755.2|116150|259906|17358.3|
|578|8.92929|0.779072|-100.588|-22.0879|-0.232764|-35.6768|-43080.6|-86234.8|-14751.7|116513|260665|17422|
|579|8.92486|0.779026|-100.595|-22.1606|-0.23353|-35.7943|-43057.2|-86182.6|-14748.2|116876|261424|17485.9|
|580|8.92043|0.778979|-100.602|-22.2334|-0.234297|-35.9118|-43033.8|-86130.2|-14744.7|117240|262184|17549.9|
|581|8.91597|0.778932|-100.609|-22.3063|-0.235066|-36.0296|-43010.3|-86077.7|-14741.2|117604|262943|17614|
|582|8.9115|0.778885|-100.617|-22.3793|-0.235835|-36.1475|-42986.8|-86025|-14737.7|117969|263704|17678.3|
|583|8.90702|0.778838|-100.624|-22.4524|-0.236605|-36.2656|-42963.2|-85972.2|-14734.1|118333|264464|17742.7|
|584|8.90252|0.77879|-100.631|-22.5256|-0.237376|-36.3838|-42939.5|-85919.3|-14730.6|118699|265225|17807.3|
|585|8.89801|0.778743|-100.638|-22.5989|-0.238149|-36.5022|-42915.7|-85866.1|-14727|119064|265986|17872|
|586|8.89348|0.778695|-100.646|-22.6723|-0.238922|-36.6207|-42891.8|-85812.9|-14723.4|119430|266747|17936.8|
|587|8.88894|0.778647|-100.653|-22.7458|-0.239697|-36.7394|-42867.9|-85759.4|-14719.8|119796|267508|18001.8|
|588|8.88438|0.778599|-100.66|-22.8194|-0.240472|-36.8583|-42843.9|-85705.9|-14716.2|120162|268270|18066.9|
|589|8.87981|0.778551|-100.668|-22.8931|-0.241249|-36.9773|-42819.8|-85652.1|-14712.6|120529|269032|18132.2|
|590|8.87523|0.778503|-100.675|-22.9669|-0.242026|-37.0965|-42795.7|-85598.2|-14709|120896|269795|18197.6|
|591|8.87063|0.778454|-100.683|-23.0407|-0.242805|-37.2159|-42771.5|-85544.2|-14705.3|121264|270557|18263.2|
|592|8.86601|0.778406|-100.69|-23.1147|-0.243585|-37.3354|-42747.2|-85490|-14701.7|121632|271320|18328.9|
|593|8.86138|0.778357|-100.698|-23.1888|-0.244366|-37.455|-42722.8|-85435.7|-14698|122000|272083|18394.7|
|594|8.85674|0.778308|-100.705|-23.263|-0.245147|-37.5749|-42698.4|-85381.2|-14694.3|122368|272847|18460.7|
|595|8.85208|0.778259|-100.713|-23.3373|-0.24593|-37.6948|-42673.9|-85326.5|-14690.6|122737|273610|18526.9|
|596|8.8474|0.77821|-100.72|-23.4117|-0.246714|-37.815|-42649.3|-85271.7|-14686.9|123106|274374|18593.2|
|597|8.84271|0.77816|-100.728|-23.4861|-0.247499|-37.9353|-42624.6|-85216.8|-14683.2|123475|275138|18659.6|
|598|8.83801|0.778111|-100.735|-23.5607|-0.248285|-38.0557|-42599.9|-85161.7|-14679.4|123845|275902|18726.2|
|599|8.83329|0.778061|-100.743|-23.6354|-0.249071|-38.1763|-42575.1|-85106.4|-14675.7|124215|276667|18792.9|
|600|8.82855|0.778011|-100.751|-23.7102|-0.249859|-38.2971|-42550.2|-85051|-14671.9|124585|277431|18859.7|
|601|8.8238|0.777961|-100.758|-23.785|-0.250648|-38.418|-42525.3|-84995.5|-14668.1|124956|278196|18926.7|
|602|8.81904|0.777911|-100.766|-23.86|-0.251438|-38.5391|-42500.2|-84939.7|-14664.3|125327|278961|18993.9|
|603|8.81426|0.77786|-100.774|-23.935|-0.252229|-38.6604|-42475.1|-84883.9|-14660.5|125698|279727|19061.2|
|604|8.80946|0.77781|-100.781|-24.0102|-0.253021|-38.7818|-42450|-84827.8|-14656.7|126070|280492|19128.6|
|605|8.80465|0.777759|-100.789|-24.0855|-0.253814|-38.9033|-42424.7|-84771.7|-14652.9|126441|281258|19196.2|
|606|8.79983|0.777708|-100.797|-24.1608|-0.254608|-39.025|-42399.4|-84715.3|-14649|126814|282024|19264|
|607|8.79499|0.777657|-100.805|-24.2362|-0.255403|-39.1469|-42374|-84658.9|-14645.2|127186|282790|19331.9|
|608|8.79013|0.777606|-100.813|-24.3118|-0.256199|-39.2689|-42348.5|-84602.2|-14641.3|127559|283556|19399.9|
|609|8.78526|0.777555|-100.821|-24.3874|-0.256997|-39.3911|-42323|-84545.4|-14637.4|127932|284323|19468.1|
|610|8.78038|0.777503|-100.828|-24.4632|-0.257795|-39.5134|-42297.3|-84488.5|-14633.5|128305|285089|19536.4|
|611|8.77548|0.777452|-100.836|-24.539|-0.258594|-39.6359|-42271.6|-84431.4|-14629.6|128679|285856|19604.9|
|612|8.77056|0.7774|-100.844|-24.6149|-0.259394|-39.7585|-42245.9|-84374.2|-14625.7|129053|286623|19673.5|
|613|8.76563|0.777348|-100.852|-24.6909|-0.260195|-39.8813|-42220|-84316.8|-14621.7|129427|287390|19742.3|
|614|8.76069|0.777296|-100.86|-24.7671|-0.260997|-40.0043|-42194.1|-84259.2|-14617.8|129802|288157|19811.2|
|615|8.75573|0.777243|-100.868|-24.8433|-0.2618|-40.1274|-42168.1|-84201.5|-14613.8|130176|288925|19880.2|
|616|8.75075|0.777191|-100.876|-24.9196|-0.262604|-40.2506|-42142|-84143.6|-14609.8|130551|289692|19949.5|
|617|8.74576|0.777138|-100.884|-24.996|-0.26341|-40.374|-42115.9|-84085.6|-14605.8|130927|290460|20018.8|
|618|8.74075|0.777086|-100.892|-25.0725|-0.264216|-40.4976|-42089.7|-84027.4|-14601.8|131302|291228|20088.3|
|619|8.73573|0.777033|-100.901|-25.1491|-0.265023|-40.6213|-42063.4|-83969.1|-14597.8|131678|291996|20158|
|620|8.73069|0.77698|-100.909|-25.2258|-0.265831|-40.7452|-42037|-83910.6|-14593.8|132055|292764|20227.8|
|621|8.72564|0.776926|-100.917|-25.3025|-0.26664|-40.8692|-42010.5|-83852|-14589.7|132431|293532|20297.8|
|622|8.72057|0.776873|-100.925|-25.3794|-0.26745|-40.9934|-41984|-83793.2|-14585.6|132808|294300|20367.9|
|623|8.71549|0.776819|-100.933|-25.4564|-0.268261|-41.1177|-41957.4|-83734.3|-14581.6|133185|295069|20438.1|
|624|8.71039|0.776766|-100.941|-25.5335|-0.269074|-41.2422|-41930.7|-83675.2|-14577.5|133562|295837|20508.5|
|625|8.70527|0.776712|-100.95|-25.6106|-0.269887|-41.3668|-41904|-83616|-14573.4|133940|296606|20579.1|
|626|8.70014|0.776658|-100.958|-25.6879|-0.270701|-41.4916|-41877.2|-83556.6|-14569.2|134318|297375|20649.8|
|627|8.695|0.776604|-100.966|-25.7652|-0.271516|-41.6165|-41850.3|-83497|-14565.1|134696|298143|20720.7|
|628|8.68984|0.776549|-100.975|-25.8427|-0.272332|-41.7416|-41823.3|-83437.3|-14560.9|135074|298912|20791.7|
|629|8.68466|0.776495|-100.983|-25.9202|-0.273149|-41.8668|-41796.2|-83377.4|-14556.8|135453|299681|20862.9|
|630|8.67947|0.77644|-100.991|-25.9978|-0.273967|-41.9922|-41769.1|-83317.4|-14552.6|135832|300450|20934.2|
|631|8.67426|0.776385|-101|-26.0755|-0.274786|-42.1177|-41741.9|-83257.3|-14548.4|136211|301220|21005.6|
|632|8.66904|0.77633|-101.008|-26.1533|-0.275606|-42.2434|-41714.6|-83196.9|-14544.2|136591|301989|21077.3|
|633|8.6638|0.776275|-101.017|-26.2313|-0.276427|-42.3693|-41687.3|-83136.5|-14540|136971|302758|21149|
|634|8.65855|0.776219|-101.025|-26.3093|-0.277249|-42.4952|-41659.8|-83075.8|-14535.7|137351|303527|21220.9|
|635|8.65328|0.776164|-101.034|-26.3873|-0.278072|-42.6214|-41632.3|-83015.1|-14531.5|137731|304297|21293|
|636|8.64799|0.776108|-101.042|-26.4655|-0.278896|-42.7477|-41604.7|-82954.1|-14527.2|138111|305066|21365.2|
|637|8.64269|0.776052|-101.051|-26.5438|-0.279721|-42.8741|-41577.1|-82893|-14522.9|138492|305836|21437.6|
|638|8.63738|0.775996|-101.059|-26.6222|-0.280546|-43.0007|-41549.3|-82831.8|-14518.6|138873|306605|21510.2|
|639|8.63204|0.77594|-101.068|-26.7006|-0.281373|-43.1274|-41521.5|-82770.4|-14514.3|139254|307375|21582.8|
|640|8.6267|0.775884|-101.077|-26.7792|-0.282201|-43.2543|-41493.6|-82708.8|-14510|139636|308145|21655.7|
|641|8.62133|0.775827|-101.085|-26.8578|-0.28303|-43.3813|-41465.7|-82647.1|-14505.7|140018|308914|21728.7|
|642|8.61595|0.775771|-101.094|-26.9366|-0.28386|-43.5085|-41437.6|-82585.3|-14501.3|140400|309684|21801.8|
|643|8.61056|0.775714|-101.103|-27.0154|-0.28469|-43.6358|-41409.5|-82523.3|-14497|140782|310454|21875.1|
|644|8.60515|0.775657|-101.111|-27.0943|-0.285522|-43.7633|-41381.3|-82461.1|-14492.6|141165|311224|21948.6|
|645|8.59972|0.775599|-101.12|-27.1733|-0.286355|-43.8909|-41353|-82398.8|-14488.2|141547|311993|22022.2|
|646|8.59428|0.775542|-101.129|-27.2524|-0.287188|-44.0187|-41324.7|-82336.3|-14483.8|141930|312763|22096|
|647|8.58882|0.775485|-101.138|-27.3316|-0.288023|-44.1466|-41296.3|-82273.7|-14479.3|142314|313533|22169.9|
|648|8.58334|0.775427|-101.147|-27.4109|-0.288858|-44.2746|-41267.8|-82210.9|-14474.9|142697|314303|22244|
|649|8.57785|0.775369|-101.156|-27.4903|-0.289695|-44.4028|-41239.2|-82147.9|-14470.4|143081|315072|22318.2|
|650|8.57235|0.775311|-101.164|-27.5697|-0.290532|-44.5312|-41210.5|-82084.9|-14466|143465|315842|22392.6|
|651|8.56683|0.775253|-101.173|-27.6493|-0.29137|-44.6597|-41181.8|-82021.6|-14461.5|143849|316612|22467.1|
|652|8.56129|0.775194|-101.182|-27.7289|-0.29221|-44.7883|-41153|-81958.2|-14457|144233|317382|22541.8|
|653|8.55573|0.775136|-101.191|-27.8087|-0.29305|-44.9171|-41124.1|-81894.7|-14452.5|144618|318151|22616.7|
|654|8.55016|0.775077|-101.2|-27.8885|-0.293891|-45.046|-41095.1|-81831|-14447.9|145003|318921|22691.7|
|655|8.54458|0.775018|-101.209|-27.9684|-0.294733|-45.1751|-41066.1|-81767.1|-14443.4|145388|319691|22766.8|
|656|8.53898|0.774959|-101.218|-28.0484|-0.295576|-45.3044|-41037|-81703.1|-14438.8|145773|320460|22842.2|
|657|8.53336|0.7749|-101.227|-28.1285|-0.29642|-45.4337|-41007.8|-81638.9|-14434.2|146159|321230|22917.6|
|658|8.52773|0.774841|-101.237|-28.2087|-0.297265|-45.5632|-40978.5|-81574.6|-14429.7|146545|321999|22993.3|
|659|8.52208|0.774781|-101.246|-28.289|-0.298111|-45.6929|-40949.2|-81510.1|-14425.1|146931|322769|23069.1|
|660|8.51641|0.774722|-101.255|-28.3693|-0.298958|-45.8227|-40919.8|-81445.5|-14420.4|147317|323538|23145|
|661|8.51073|0.774662|-101.264|-28.4498|-0.299806|-45.9526|-40890.3|-81380.7|-14415.8|147704|324308|23221.1|
|662|8.50503|0.774602|-101.273|-28.5303|-0.300655|-46.0827|-40860.7|-81315.8|-14411.1|148090|325077|23297.4|
|663|8.49932|0.774541|-101.282|-28.6109|-0.301504|-46.213|-40831|-81250.7|-14406.5|148477|325846|23373.8|
|664|8.49359|0.774481|-101.292|-28.6917|-0.302355|-46.3433|-40801.3|-81185.4|-14401.8|148864|326616|23450.4|
|665|8.48784|0.77442|-101.301|-28.7725|-0.303206|-46.4739|-40771.5|-81120|-14397.1|149252|327385|23527.2|
|666|8.48208|0.77436|-101.31|-28.8533|-0.304059|-46.6045|-40741.6|-81054.5|-14392.4|149639|328154|23604.1|
|667|8.4763|0.774299|-101.32|-28.9343|-0.304912|-46.7353|-40711.6|-80988.8|-14387.7|150027|328923|23681.1|
|668|8.4705|0.774238|-101.329|-29.0154|-0.305766|-46.8663|-40681.6|-80922.9|-14382.9|150415|329692|23758.3|
|669|8.46469|0.774177|-101.338|-29.0966|-0.306622|-46.9973|-40651.5|-80856.9|-14378.1|150803|330461|23835.7|
|670|8.45886|0.774115|-101.348|-29.1778|-0.307478|-47.1286|-40621.3|-80790.7|-14373.4|151191|331229|23913.3|
|671|8.45302|0.774054|-101.357|-29.2591|-0.308335|-47.2599|-40591|-80724.4|-14368.6|151580|331998|23991|
|672|8.44716|0.773992|-101.367|-29.3406|-0.309193|-47.3915|-40560.6|-80657.9|-14363.8|151969|332767|24068.8|
|673|8.44128|0.77393|-101.376|-29.4221|-0.310052|-47.5231|-40530.2|-80591.3|-14359|152358|333535|24146.8|
|674|8.43539|0.773868|-101.386|-29.5037|-0.310912|-47.6549|-40499.7|-80524.5|-14354.1|152747|334303|24225|
|675|8.42948|0.773805|-101.395|-29.5853|-0.311773|-47.7868|-40469.1|-80457.6|-14349.3|153136|335071|24303.4|
|676|8.42356|0.773743|-101.405|-29.6671|-0.312634|-47.9189|-40438.4|-80390.5|-14344.4|153526|335840|24381.9|
|677|8.41762|0.77368|-101.414|-29.749|-0.313497|-48.0511|-40407.7|-80323.2|-14339.5|153916|336608|24460.5|
|678|8.41166|0.773618|-101.424|-29.8309|-0.31436|-48.1835|-40376.9|-80255.8|-14334.6|154305|337375|24539.4|
|679|8.40568|0.773555|-101.434|-29.9129|-0.315225|-48.316|-40346|-80188.3|-14329.7|154696|338143|24618.3|
|680|8.39969|0.773492|-101.443|-29.995|-0.31609|-48.4486|-40315|-80120.6|-14324.8|155086|338911|24697.5|
|681|8.39369|0.773428|-101.453|-30.0772|-0.316956|-48.5814|-40283.9|-80052.7|-14319.8|155476|339678|24776.8|
|682|8.38766|0.773365|-101.463|-30.1595|-0.317823|-48.7143|-40252.8|-79984.7|-14314.9|155867|340445|24856.3|
|683|8.38162|0.773301|-101.473|-30.2419|-0.318691|-48.8473|-40221.6|-79916.5|-14309.9|156258|341213|24935.9|
|684|8.37557|0.773237|-101.482|-30.3244|-0.31956|-48.9805|-40190.3|-79848.2|-14304.9|156649|341980|25015.7|
|685|8.36949|0.773173|-101.492|-30.4069|-0.32043|-49.1138|-40158.9|-79779.7|-14299.9|157040|342746|25095.7|
|686|8.3634|0.773109|-101.502|-30.4895|-0.321301|-49.2473|-40127.5|-79711.1|-14294.8|157432|343513|25175.8|
|687|8.3573|0.773045|-101.512|-30.5722|-0.322173|-49.3809|-40095.9|-79642.3|-14289.8|157824|344280|25256.1|
|688|8.35117|0.77298|-101.522|-30.655|-0.323045|-49.5146|-40064.3|-79573.4|-14284.7|158215|345046|25336.5|
|689|8.34503|0.772916|-101.532|-30.7379|-0.323919|-49.6485|-40032.7|-79504.3|-14279.7|158607|345812|25417.1|
|690|8.33888|0.772851|-101.542|-30.8209|-0.324793|-49.7825|-40000.9|-79435.1|-14274.6|158999|346578|25497.9|
|691|8.33271|0.772786|-101.552|-30.904|-0.325668|-49.9167|-39969.1|-79365.7|-14269.5|159392|347344|25578.9|
|692|8.32652|0.77272|-101.562|-30.9871|-0.326544|-50.051|-39937.1|-79296.1|-14264.3|159784|348110|25660|
|693|8.32031|0.772655|-101.572|-31.0703|-0.327421|-50.1854|-39905.1|-79226.4|-14259.2|160177|348875|25741.2|
|694|8.31409|0.772589|-101.582|-31.1536|-0.328299|-50.32|-39873.1|-79156.6|-14254|160570|349640|25822.7|
|695|8.30785|0.772524|-101.592|-31.237|-0.329178|-50.4546|-39840.9|-79086.6|-14248.9|160963|350405|25904.3|
|696|8.30159|0.772458|-101.602|-31.3205|-0.330058|-50.5895|-39808.7|-79016.4|-14243.7|161356|351170|25986|
|697|8.29532|0.772392|-101.612|-31.404|-0.330938|-50.7244|-39776.4|-78946.1|-14238.5|161749|351935|26068|
|698|8.28903|0.772325|-101.622|-31.4877|-0.33182|-50.8595|-39744|-78875.6|-14233.3|162143|352700|26150.1|
|699|8.28273|0.772259|-101.632|-31.5714|-0.332702|-50.9948|-39711.5|-78805|-14228|162537|353464|26232.3|
|700|8.2764|0.772192|-101.642|-31.6552|-0.333585|-51.1301|-39679|-78734.3|-14222.8|162930|354228|26314.7|
|701|8.27006|0.772126|-101.653|-31.7391|-0.334469|-51.2657|-39646.3|-78663.3|-14217.5|163324|354992|26397.3|
|702|8.26371|0.772059|-101.663|-31.8231|-0.335354|-51.4013|-39613.6|-78592.3|-14212.2|163719|355755|26480.1|
|703|8.25734|0.771991|-101.673|-31.9071|-0.33624|-51.5371|-39580.9|-78521|-14206.9|164113|356519|26563|
|704|8.25095|0.771924|-101.684|-31.9913|-0.337127|-51.673|-39548|-78449.7|-14201.6|164507|357282|26646.1|
|705|8.24454|0.771857|-101.694|-32.0755|-0.338014|-51.809|-39515.1|-78378.1|-14196.2|164902|358045|26729.4|
|706|8.23812|0.771789|-101.704|-32.1598|-0.338903|-51.9452|-39482|-78306.4|-14190.9|165297|358807|26812.8|
|707|8.23167|0.771721|-101.715|-32.2442|-0.339792|-52.0815|-39448.9|-78234.6|-14185.5|165692|359570|26896.4|
|708|8.22522|0.771653|-101.725|-32.3287|-0.340682|-52.2179|-39415.8|-78162.6|-14180.1|166087|360332|26980.2|
|709|8.21874|0.771585|-101.736|-32.4132|-0.341573|-52.3545|-39382.5|-78090.5|-14174.7|166482|361094|27064.1|
|710|8.21225|0.771516|-101.746|-32.4979|-0.342465|-52.4912|-39349.2|-78018.2|-14169.3|166877|361856|27148.2|
|711|8.20574|0.771448|-101.757|-32.5826|-0.343358|-52.628|-39315.8|-77945.7|-14163.9|167273|362617|27232.5|
|712|8.19922|0.771379|-101.767|-32.6674|-0.344251|-52.765|-39282.3|-77873.1|-14158.4|167668|363378|27316.9|
|713|8.19268|0.77131|-101.778|-32.7523|-0.345146|-52.9021|-39248.7|-77800.4|-14152.9|168064|364139|27401.5|
|714|8.18612|0.771241|-101.788|-32.8372|-0.346041|-53.0393|-39215|-77727.5|-14147.4|168460|364900|27486.3|
|715|8.17954|0.771172|-101.799|-32.9223|-0.346937|-53.1767|-39181.3|-77654.4|-14141.9|168856|365660|27571.2|
|716|8.17295|0.771102|-101.81|-33.0074|-0.347834|-53.3142|-39147.5|-77581.2|-14136.4|169252|366420|27656.3|
|717|8.16634|0.771032|-101.82|-33.0926|-0.348732|-53.4518|-39113.6|-77507.8|-14130.9|169648|367180|27741.6|
|718|8.15971|0.770963|-101.831|-33.1779|-0.349631|-53.5896|-39079.6|-77434.3|-14125.3|170045|367940|27827|
|719|8.15307|0.770893|-101.842|-33.2632|-0.35053|-53.7274|-39045.6|-77360.7|-14119.7|170442|368699|27912.7|
|720|8.14641|0.770822|-101.852|-33.3487|-0.351431|-53.8655|-39011.5|-77286.9|-14114.2|170838|369458|27998.5|
|721|8.13973|0.770752|-101.863|-33.4342|-0.352332|-54.0036|-38977.2|-77212.9|-14108.6|171235|370217|28084.4|
|722|8.13303|0.770681|-101.874|-33.5198|-0.353234|-54.1419|-38943|-77138.8|-14102.9|171632|370975|28170.5|
|723|8.12632|0.770611|-101.885|-33.6055|-0.354137|-54.2803|-38908.6|-77064.5|-14097.3|172029|371733|28256.8|
|724|8.11959|0.77054|-101.896|-33.6913|-0.355041|-54.4188|-38874.1|-76990.1|-14091.6|172426|372491|28343.3|
|725|8.11284|0.770469|-101.907|-33.7771|-0.355946|-54.5575|-38839.6|-76915.5|-14085.9|172824|373248|28430|
|726|8.10608|0.770397|-101.918|-33.863|-0.356851|-54.6962|-38805|-76840.8|-14080.3|173221|374005|28516.8|
|727|8.0993|0.770326|-101.929|-33.949|-0.357757|-54.8352|-38770.3|-76765.9|-14074.5|173619|374762|28603.8|
|728|8.0925|0.770254|-101.94|-34.0351|-0.358665|-54.9742|-38735.6|-76690.9|-14068.8|174016|375519|28690.9|
|729|8.08568|0.770183|-101.951|-34.1213|-0.359573|-55.1134|-38700.7|-76615.7|-14063.1|174414|376275|28778.2|
|730|8.07885|0.770111|-101.962|-34.2075|-0.360481|-55.2527|-38665.8|-76540.4|-14057.3|174812|377031|28865.7|
|731|8.072|0.770038|-101.973|-34.2938|-0.361391|-55.3921|-38630.8|-76464.9|-14051.5|175210|377786|28953.4|
|732|8.06513|0.769966|-101.984|-34.3802|-0.362302|-55.5316|-38595.7|-76389.2|-14045.7|175608|378542|29041.3|
|733|8.05825|0.769893|-101.995|-34.4667|-0.363213|-55.6713|-38560.6|-76313.5|-14039.9|176007|379296|29129.3|
|734|8.05135|0.769821|-102.006|-34.5533|-0.364125|-55.8111|-38525.3|-76237.5|-14034.1|176405|380051|29217.5|
|735|8.04443|0.769748|-102.017|-34.6399|-0.365038|-55.9511|-38490|-76161.4|-14028.2|176804|380805|29305.8|
|736|8.03749|0.769675|-102.028|-34.7266|-0.365952|-56.0911|-38454.6|-76085.2|-14022.3|177202|381559|29394.4|
|737|8.03054|0.769601|-102.04|-34.8134|-0.366866|-56.2313|-38419.1|-76008.8|-14016.5|177601|382312|29483.1|
|738|8.02357|0.769528|-102.051|-34.9003|-0.367782|-56.3716|-38383.6|-75932.3|-14010.5|178000|383065|29572|
|739|8.01658|0.769454|-102.062|-34.9872|-0.368698|-56.512|-38347.9|-75855.6|-14004.6|178398|383818|29661|
|740|8.00957|0.76938|-102.073|-35.0742|-0.369615|-56.6526|-38312.2|-75778.8|-13998.7|178797|384571|29750.3|
|741|8.00255|0.769306|-102.085|-35.1613|-0.370533|-56.7933|-38276.4|-75701.8|-13992.7|179197|385323|29839.7|
|742|7.99551|0.769232|-102.096|-35.2485|-0.371451|-56.9341|-38240.5|-75624.6|-13986.7|179596|386074|29929.3|
|743|7.98845|0.769158|-102.108|-35.3358|-0.372371|-57.075|-38204.6|-75547.3|-13980.8|179995|386825|30019|
|744|7.98137|0.769083|-102.119|-35.4231|-0.373291|-57.2161|-38168.5|-75469.9|-13974.7|180394|387576|30109|
|745|7.97428|0.769009|-102.13|-35.5105|-0.374212|-57.3573|-38132.4|-75392.3|-13968.7|180794|388327|30199.1|
|746|7.96717|0.768934|-102.142|-35.598|-0.375134|-57.4986|-38096.2|-75314.6|-13962.7|181193|389077|30289.3|
|747|7.96004|0.768858|-102.153|-35.6855|-0.376057|-57.64|-38059.9|-75236.7|-13956.6|181593|389827|30379.8|
|748|7.95289|0.768783|-102.165|-35.7732|-0.37698|-57.7815|-38023.6|-75158.6|-13950.5|181993|390576|30470.4|
|749|7.94573|0.768708|-102.177|-35.8609|-0.377905|-57.9232|-37987.1|-75080.4|-13944.4|182393|391325|30561.3|
|750|7.93855|0.768632|-102.188|-35.9487|-0.37883|-58.065|-37950.6|-75002.1|-13938.3|182793|392074|30652.2|
|751|7.93135|0.768556|-102.2|-36.0365|-0.379756|-58.2069|-37914|-74923.6|-13932.1|183193|392822|30743.4|
|752|7.92414|0.76848|-102.211|-36.1245|-0.380682|-58.3489|-37877.3|-74845|-13926|183593|393569|30834.7|
|753|7.9169|0.768404|-102.223|-36.2125|-0.38161|-58.4911|-37840.6|-74766.2|-13919.8|183993|394317|30926.3|
|754|7.90965|0.768327|-102.235|-36.3006|-0.382538|-58.6334|-37803.7|-74687.2|-13913.6|184393|395064|31018|
|755|7.90238|0.768251|-102.247|-36.3887|-0.383467|-58.7758|-37766.8|-74608.2|-13907.4|184793|395810|31109.8|
|756|7.89509|0.768174|-102.258|-36.477|-0.384397|-58.9183|-37729.8|-74528.9|-13901.2|185194|396556|31201.9|
|757|7.88779|0.768097|-102.27|-36.5653|-0.385328|-59.061|-37692.7|-74449.5|-13894.9|185594|397302|31294.1|
|758|7.88047|0.76802|-102.282|-36.6537|-0.386259|-59.2037|-37655.6|-74370|-13888.7|185995|398047|31386.5|
|759|7.87313|0.767943|-102.294|-36.7421|-0.387191|-59.3466|-37618.3|-74290.3|-13882.4|186396|398792|31479.1|
|760|7.86577|0.767865|-102.306|-36.8306|-0.388124|-59.4896|-37581|-74210.5|-13876.1|186796|399536|31571.8|
|761|7.8584|0.767787|-102.318|-36.9193|-0.389058|-59.6327|-37543.6|-74130.5|-13869.7|187197|400280|31664.8|
|762|7.851|0.767709|-102.33|-37.0079|-0.389993|-59.776|-37506.1|-74050.4|-13863.4|187598|401024|31757.9|
|763|7.84359|0.767631|-102.342|-37.0967|-0.390928|-59.9193|-37468.6|-73970.1|-13857|187999|401767|31851.2|
|764|7.83617|0.767553|-102.354|-37.1855|-0.391864|-60.0628|-37430.9|-73889.7|-13850.7|188400|402510|31944.7|
|765|7.82872|0.767475|-102.366|-37.2744|-0.392801|-60.2064|-37393.2|-73809.1|-13844.3|188801|403252|32038.3|
|766|7.82126|0.767396|-102.378|-37.3634|-0.393738|-60.3501|-37355.4|-73728.4|-13837.8|189202|403993|32132.1|
|767|7.81377|0.767317|-102.39|-37.4525|-0.394677|-60.494|-37317.5|-73647.5|-13831.4|189603|404735|32226.2|
|768|7.80627|0.767238|-102.402|-37.5416|-0.395616|-60.6379|-37279.6|-73566.5|-13825|190004|405476|32320.3|
|769|7.79876|0.767159|-102.414|-37.6308|-0.396556|-60.782|-37241.5|-73485.3|-13818.5|190405|406216|32414.7|
|770|7.79122|0.767079|-102.426|-37.7201|-0.397497|-60.9262|-37203.4|-73404|-13812|190807|406956|32509.3|
|771|7.78367|0.767|-102.438|-37.8094|-0.398438|-61.0705|-37165.2|-73322.5|-13805.5|191208|407695|32604|
|772|7.7761|0.76692|-102.451|-37.8988|-0.399381|-61.2149|-37126.9|-73240.9|-13798.9|191610|408434|32698.9|
|773|7.76851|0.76684|-102.463|-37.9883|-0.400324|-61.3595|-37088.6|-73159.1|-13792.4|192011|409173|32794|
|774|7.7609|0.76676|-102.475|-38.0779|-0.401267|-61.5041|-37050.1|-73077.2|-13785.8|192413|409911|32889.3|
|775|7.75328|0.76668|-102.487|-38.1675|-0.402212|-61.6489|-37011.6|-72995.2|-13779.2|192814|410648|32984.7|
|776|7.74564|0.766599|-102.5|-38.2572|-0.403157|-61.7938|-36973|-72913|-13772.6|193216|411385|33080.4|
|777|7.73798|0.766518|-102.512|-38.347|-0.404103|-61.9388|-36934.3|-72830.6|-13766|193617|412122|33176.2|
|778|7.7303|0.766437|-102.525|-38.4368|-0.40505|-62.0839|-36895.6|-72748.1|-13759.4|194019|412858|33272.2|
|779|7.7226|0.766356|-102.537|-38.5267|-0.405998|-62.2291|-36856.7|-72665.5|-13752.7|194421|413593|33368.4|
|780|7.71489|0.766275|-102.549|-38.6167|-0.406946|-62.3745|-36817.8|-72582.7|-13746|194823|414328|33464.7|
|781|7.70715|0.766194|-102.562|-38.7068|-0.407895|-62.52|-36778.8|-72499.8|-13739.3|195225|415063|33561.3|
|782|7.6994|0.766112|-102.574|-38.7969|-0.408845|-62.6655|-36739.7|-72416.7|-13732.6|195627|415797|33658|
|783|7.69164|0.76603|-102.587|-38.8871|-0.409795|-62.8112|-36700.5|-72333.4|-13725.8|196028|416530|33754.9|
|784|7.68385|0.765948|-102.6|-38.9774|-0.410747|-62.957|-36661.3|-72250.1|-13719.1|196430|417263|33852|
|785|7.67604|0.765866|-102.612|-39.0677|-0.411699|-63.103|-36622|-72166.5|-13712.3|196832|417996|33949.3|
