-65 0.000164428 -220
|Index|TCPP|TCVP|
|8796|47.5972|99.983|
|8797|47.6172|99.983|
|8798|47.6372|99.983|
|8799|47.6572|99.983|
|8800|47.6772|99.983|
|8801|47.6972|99.983|
|8802|47.7172|99.983|
|8803|47.7372|99.983|
|8804|47.7572|99.983|
|8805|47.7772|99.983|
|8806|47.7972|99.983|
|8807|47.8172|99.983|
|8808|47.8372|99.983|
|8809|47.8572|99.983|
|8810|47.8772|99.983|
|8811|47.8972|99.983|
|8812|47.9172|99.983|
|8813|47.9372|99.983|
|8814|47.9572|99.9829|
|8815|47.9772|99.9829|
|8816|47.9972|99.9829|
|8817|48.0172|99.9829|
|8818|48.0372|99.9829|
|8819|48.0572|99.9829|
|8820|48.0772|99.9829|
|8821|48.0972|99.9829|
|8822|48.1172|99.9829|
|8823|48.1372|99.9829|
|8824|48.1571|99.9829|
|8825|48.1771|99.9829|
|8826|48.1971|99.9829|
|8827|48.2171|99.9829|
|8828|48.2371|99.9829|
|8829|48.2571|99.9829|
|8830|48.2771|99.9829|
|8831|48.2971|99.9829|
|8832|48.3171|99.9829|
|8833|48.3371|99.9829|
|8834|48.3571|99.9829|
|8835|48.3771|99.9829|
|8836|48.3971|99.9829|
|8837|48.4171|99.9829|
|8838|48.4371|99.9829|
|8839|48.4571|99.9829|
|8840|48.4771|99.9829|
|8841|48.4971|99.9829|
|8842|48.5171|99.9829|
|8843|48.5371|99.9829|
|8844|48.5571|99.9829|
|8845|48.5771|99.9829|
|8846|48.5971|99.9828|
|8847|48.6171|99.9828|
|8848|48.6371|99.9828|
|8849|48.6571|99.9828|
|8850|48.6771|99.9828|
|8851|48.6971|99.9828|
|8852|48.7171|99.9828|
|8853|48.7371|99.9828|
|8854|48.757|99.9828|
|8855|48.777|99.9828|
|8856|48.797|99.9828|
|8857|48.817|99.9828|
|8858|48.837|99.9828|
|8859|48.857|99.9828|
|8860|48.877|99.9828|
|8861|48.897|99.9828|
|8862|48.917|99.9828|
|8863|48.937|99.9828|
|8864|48.957|99.9828|
|8865|48.977|99.9828|
|8866|48.997|99.9828|
|8867|49.017|99.9828|
|8868|49.037|99.9828|
|8869|49.057|99.9828|
|8870|49.077|99.9828|
|8871|49.097|99.9828|
|8872|49.117|99.9828|
|8873|49.137|99.9828|
|8874|49.157|99.9828|
|8875|49.177|99.9828|
|8876|49.197|99.9828|
|8877|49.217|99.9828|
|8878|49.237|99.9828|
|8879|49.257|99.9828|
|8880|49.277|99.9828|
|8881|49.297|99.9828|
|8882|49.317|99.9828|
|8883|49.3369|99.9827|
|8884|49.3569|99.9827|
|8885|49.3769|99.9827|
|8886|49.3969|99.9827|
|8887|49.4169|99.9827|
|8888|49.4369|99.9827|
|8889|49.4569|99.9827|
|8890|49.4769|99.9827|
|8891|49.4969|99.9827|
|8892|49.5169|99.9827|
|8893|49.5369|99.9827|
|8894|49.5569|99.9827|
|8895|49.5769|99.9827|
|8896|49.5969|99.9827|
|8897|49.6169|99.9827|
|8898|49.6369|99.9827|
|8899|49.6569|99.9827|
|8900|49.6769|99.9827|
|8901|49.6969|99.9827|
|8902|49.7169|99.9827|
|8903|49.7369|99.9827|
|8904|49.7569|99.9827|
|8905|49.7769|99.9827|
|8906|49.7969|99.9827|
|8907|49.8169|99.9827|
|8908|49.8369|99.9827|
|8909|49.8569|99.9827|
|8910|49.8769|99.9827|
|8911|49.8969|99.9827|
|8912|49.9168|99.9827|
|8913|49.9368|99.9827|
|8914|49.9568|99.9827|
|8915|49.9768|99.9827|
|8916|49.9968|99.9827|
|8917|50.0168|99.9827|
|8918|50.0368|99.9827|
|8919|50.0568|99.9827|
|8920|50.0768|99.9827|
|8921|50.0968|99.9827|
|8922|50.1168|99.9827|
|8923|50.1368|99.9827|
|8924|50.1568|99.9827|
|8925|50.1768|99.9827|
|8926|50.1968|99.9827|
|8927|50.2168|99.9827|
|8928|50.2368|99.9826|
|8929|50.2568|99.9826|
|8930|50.2768|99.9826|
|8931|50.2968|99.9826|
|8932|50.3168|99.9826|
|8933|50.3368|99.9826|
|8934|50.3568|99.9826|
|8935|50.3768|99.9826|
|8936|50.3968|99.9826|
|8937|50.4168|99.9826|
|8938|50.4368|99.9826|
|8939|50.4568|99.9826|
|8940|50.4767|99.9826|
|8941|50.4967|99.9826|
|8942|50.5167|99.9826|
|8943|50.5367|99.9826|
|8944|50.5567|99.9826|
|8945|50.5767|99.9826|
|8946|50.5967|99.9826|
|8947|50.6167|99.9826|
|8948|50.6367|99.9826|
|8949|50.6567|99.9826|
|8950|50.6767|99.9826|
|8951|50.6967|99.9826|
|8952|50.7167|99.9826|
|8953|50.7367|99.9826|
|8954|50.7567|99.9826|
|8955|50.7767|99.9826|
|8956|50.7967|99.9826|
|8957|50.8167|99.9826|
|8958|50.8367|99.9826|
|8959|50.8567|99.9826|
|8960|50.8767|99.9826|
|8961|50.8967|99.9826|
|8962|50.9167|99.9826|
|8963|50.9367|99.9826|
|8964|50.9567|99.9826|
|8965|50.9767|99.9826|
|8966|50.9967|99.9826|
|8967|51.0167|99.9826|
|8968|51.0367|99.9826|
|8969|51.0566|99.9826|
|8970|51.0766|99.9826|
|8971|51.0966|99.9826|
|8972|51.1166|99.9826|
|8973|51.1366|99.9826|
|8974|51.1566|99.9826|
|8975|51.1766|99.9826|
|8976|51.1966|99.9826|
|8977|51.2166|99.9826|
|8978|51.2366|99.9826|
|8979|51.2566|99.9826|
|8980|51.2766|99.9826|
|8981|51.2966|99.9826|
|8982|51.3166|99.9826|
|8983|51.3366|99.9826|
|8984|51.3566|99.9826|
|8985|51.3766|99.9826|
|8986|51.3966|99.9826|
|8987|51.4166|99.9825|
|8988|51.4366|99.9825|
|8989|51.4566|99.9825|
|8990|51.4766|99.9825|
|8991|51.4966|99.9825|
|8992|51.5166|99.9825|
|8993|51.5366|99.9825|
|8994|51.5566|99.9825|
|8995|51.5766|99.9825|
|8996|51.5966|99.9825|
|8997|51.6166|99.9825|
|8998|51.6365|99.9825|
|8999|51.6565|99.9825|
|9000|51.6765|99.9825|
|9001|51.6965|99.9825|
|9002|51.7165|99.9825|
|9003|51.7365|99.9825|
|9004|51.7565|99.9825|
|9005|51.7765|99.9825|
|9006|51.7965|99.9825|
|9007|51.8165|99.9825|
|9008|51.8365|99.9825|
|9009|51.8565|99.9825|
|9010|51.8765|99.9825|
|9011|51.8965|99.9825|
|9012|51.9165|99.9825|
|9013|51.9365|99.9825|
|9014|51.9565|99.9825|
|9015|51.9765|99.9825|
|9016|51.9965|99.9825|
|9017|52.0165|99.9825|
|9018|52.0365|99.9825|
|9019|52.0565|99.9825|
|9020|52.0765|99.9825|
|9021|52.0965|99.9825|
|9022|52.1165|99.9825|
|9023|52.1365|99.9825|
|9024|52.1565|99.9825|
|9025|52.1765|99.9825|
|9026|52.1964|99.9825|
|9027|52.2164|99.9825|
|9028|52.2364|99.9825|
|9029|52.2564|99.9825|
|9030|52.2764|99.9825|
|9031|52.2964|99.9825|
|9032|52.3164|99.9825|
|9033|52.3364|99.9825|
|9034|52.3564|99.9825|
|9035|52.3764|99.9825|
|9036|52.3964|99.9825|
|9037|52.4164|99.9825|
|9038|52.4364|99.9825|
|9039|52.4564|99.9825|
|9040|52.4764|99.9825|
|9041|52.4964|99.9825|
|9042|52.5164|99.9825|
|9043|52.5364|99.9825|
|9044|52.5564|99.9825|
|9045|52.5764|99.9825|
|9046|52.5964|99.9825|
|9047|52.6164|99.9825|
|9048|52.6364|99.9825|
|9049|52.6564|99.9825|
|9050|52.6764|99.9825|
|9051|52.6964|99.9825|
|9052|52.7164|99.9825|
|9053|52.7364|99.9825|
|9054|52.7564|99.9825|
|9055|52.7763|99.9825|
|9056|52.7963|99.9825|
|9057|52.8163|99.9825|
|9058|52.8363|99.9825|
|9059|52.8563|99.9825|
|9060|52.8763|99.9825|
|9061|52.8963|99.9825|
|9062|52.9163|99.9825|
|9063|52.9363|99.9825|
|9064|52.9563|99.9825|
|9065|52.9763|99.9825|
|9066|52.9963|99.9825|
|9067|53.0163|99.9825|
|9068|53.0363|99.9825|
|9069|53.0563|99.9825|
|9070|53.0763|99.9825|
|9071|53.0963|99.9825|
|9072|53.1163|99.9825|
|9073|53.1363|99.9825|
|9074|53.1563|99.9825|
|9075|53.1763|99.9825|
|9076|53.1963|99.9825|
|9077|53.2163|99.9825|
|9078|53.2363|99.9825|
|9079|53.2563|99.9825|
|9080|53.2763|99.9825|
|9081|53.2963|99.9825|
|9082|53.3163|99.9825|
|9083|53.3362|99.9825|
|9084|53.3562|99.9825|
|9085|53.3762|99.9825|
|9086|53.3962|99.9824|
|9087|53.4162|99.9824|
|9088|53.4362|99.9824|
|9089|53.4562|99.9824|
|9090|53.4762|99.9824|
|9091|53.4962|99.9824|
|9092|53.5162|99.9824|
|9093|53.5362|99.9824|
|9094|53.5562|99.9824|
|9095|53.5762|99.9824|
|9096|53.5962|99.9824|
|9097|53.6162|99.9824|
|9098|53.6362|99.9824|
|9099|53.6562|99.9824|
|9100|53.6762|99.9824|
|9101|53.6962|99.9824|
|9102|53.7162|99.9824|
|9103|53.7362|99.9824|
|9104|53.7562|99.9824|
|9105|53.7762|99.9824|
|9106|53.7962|99.9824|
|9107|53.8162|99.9824|
|9108|53.8362|99.9824|
|9109|53.8562|99.9824|
|9110|53.8762|99.9824|
|9111|53.8962|99.9824|
|9112|53.9161|99.9824|
|9113|53.9361|99.9824|
|9114|53.9561|99.9824|
|9115|53.9761|99.9824|
|9116|53.9961|99.9824|
|9117|54.0161|99.9824|
|9118|54.0361|99.9824|
|9119|54.0561|99.9824|
|9120|54.0761|99.9824|
|9121|54.0961|99.9824|
|9122|54.1161|99.9824|
|9123|54.1361|99.9824|
|9124|54.1561|99.9824|
|9125|54.1761|99.9824|
|9126|54.1961|99.9824|
|9127|54.2161|99.9824|
|9128|54.2361|99.9824|
|9129|54.2561|99.9824|
|9130|54.2761|99.9824|
|9131|54.2961|99.9824|
|9132|54.3161|99.9824|
|9133|54.3361|99.9824|
|9134|54.3561|99.9824|
|9135|54.3761|99.9824|
|9136|54.3961|99.9824|
|9137|54.4161|99.9824|
|9138|54.4361|99.9824|
|9139|54.4561|99.9824|
|9140|54.476|99.9824|
|9141|54.496|99.9824|
|9142|54.516|99.9824|
|9143|54.536|99.9824|
|9144|54.556|99.9824|
|9145|54.576|99.9824|
|9146|54.596|99.9824|
|9147|54.616|99.9824|
|9148|54.636|99.9824|
|9149|54.656|99.9824|
|9150|54.676|99.9824|
|9151|54.696|99.9824|
|9152|54.716|99.9824|
|9153|54.736|99.9824|
|9154|54.756|99.9824|
|9155|54.776|99.9824|
|9156|54.796|99.9824|
|9157|54.816|99.9824|
|9158|54.836|99.9824|
|9159|54.856|99.9824|
|9160|54.876|99.9824|
|9161|54.896|99.9824|
|9162|54.916|99.9824|
|9163|54.936|99.9824|
|9164|54.956|99.9824|
|9165|54.976|99.9824|
|9166|54.996|99.9824|
|9167|55.016|99.9824|
|9168|55.036|99.9824|
|9169|55.0559|99.9824|
|9170|55.0759|99.9824|
|9171|55.0959|99.9824|
|9172|55.1159|99.9824|
|9173|55.1359|99.9824|
|9174|55.1559|99.9824|
|9175|55.1759|99.9824|
|9176|55.1959|99.9824|
|9177|55.2159|99.9824|
|9178|55.2359|99.9824|
|9179|55.2559|99.9824|
|9180|55.2759|99.9824|
|9181|55.2959|99.9824|
|9182|55.3159|99.9824|
|9183|55.3359|99.9824|
|9184|55.3559|99.9824|
|9185|55.3759|99.9824|
|9186|55.3959|99.9824|
|9187|55.4159|99.9824|
|9188|55.4359|99.9824|
|9189|55.4559|99.9824|
|9190|55.4759|99.9824|
|9191|55.4959|99.9824|
|9192|55.5159|99.9824|
|9193|55.5359|99.9824|
|9194|55.5559|99.9824|
|9195|55.5759|99.9824|
|9196|55.5959|99.9824|
|9197|55.6158|99.9824|
|9198|55.6358|99.9824|
|9199|55.6558|99.9824|
|9200|55.6758|99.9824|
|9201|55.6958|99.9824|
|9202|55.7158|99.9824|
|9203|55.7358|99.9824|
|9204|55.7558|99.9824|
|9205|55.7758|99.9824|
|9206|55.7958|99.9824|
|9207|55.8158|99.9824|
|9208|55.8358|99.9824|
|9209|55.8558|99.9824|
|9210|55.8758|99.9824|
|9211|55.8958|99.9824|
|9212|55.9158|99.9824|
|9213|55.9358|99.9824|
|9214|55.9558|99.9824|
|9215|55.9758|99.9824|
|9216|55.9958|99.9824|
|9217|56.0158|99.9824|
|9218|56.0358|99.9824|
|9219|56.0558|99.9824|
|9220|56.0758|99.9824|
|9221|56.0958|99.9824|
|9222|56.1158|99.9824|
|9223|56.1358|99.9824|
|9224|56.1558|99.9824|
|9225|56.1758|99.9824|
|9226|56.1957|99.9824|
|9227|56.2157|99.9824|
|9228|56.2357|99.9824|
|9229|56.2557|99.9824|
|9230|56.2757|99.9824|
|9231|56.2957|99.9824|
|9232|56.3157|99.9824|
|9233|56.3357|99.9824|
|9234|56.3557|99.9824|
|9235|56.3757|99.9824|
|9236|56.3957|99.9824|
|9237|56.4157|99.9824|
|9238|56.4357|99.9824|
|9239|56.4557|99.9824|
|9240|56.4757|99.9824|
|9241|56.4957|99.9824|
|9242|56.5157|99.9824|
|9243|56.5357|99.9824|
|9244|56.5557|99.9824|
|9245|56.5757|99.9824|
|9246|56.5957|99.9824|
|9247|56.6157|99.9824|
|9248|56.6357|99.9824|
|9249|56.6557|99.9824|
|9250|56.6757|99.9824|
|9251|56.6957|99.9824|
|9252|56.7157|99.9824|
|9253|56.7357|99.9824|
|9254|56.7556|99.9824|
|9255|56.7756|99.9824|
|9256|56.7956|99.9824|
|9257|56.8156|99.9824|
|9258|56.8356|99.9824|
|9259|56.8556|99.9824|
|9260|56.8756|99.9824|
|9261|56.8956|99.9824|
|9262|56.9156|99.9824|
|9263|56.9356|99.9824|
|9264|56.9556|99.9824|
|9265|56.9756|99.9824|
|9266|56.9956|99.9824|
|9267|57.0156|99.9824|
|9268|57.0356|99.9824|
|9269|57.0556|99.9824|
|9270|57.0756|99.9824|
|9271|57.0956|99.9824|
|9272|57.1156|99.9824|
|9273|57.1356|99.9824|
|9274|57.1556|99.9824|
|9275|57.1756|99.9824|
|9276|57.1956|99.9824|
|9277|57.2156|99.9824|
|9278|57.2356|99.9824|
|9279|57.2556|99.9824|
|9280|57.2756|99.9824|
|9281|57.2956|99.9824|
|9282|57.3156|99.9824|
|9283|57.3355|99.9824|
|9284|57.3555|99.9824|
|9285|57.3755|99.9824|
|9286|0.000164428|65|
|9287|0|-220|
|9288|0|0|
|9289|512|6405|
|9290|-170|25|
|9291|-220|65|
|9292|-4.8367e-026|-4.8367e-026|
|9293|0.0199965|99.9824|
|9294|0.039993|99.9824|
|9295|0.0599894|99.9824|
|9296|0.0799859|99.9824|
|9297|0.0999824|99.9824|
|9298|0.119979|99.9824|
|9299|0.139975|99.9824|
|9300|0.159972|99.9824|
|9301|0.179968|99.9824|
|9302|0.199965|99.9824|
|9303|0.219961|99.9824|
|9304|0.239958|99.9824|
|9305|0.259954|99.9824|
|9306|0.279951|99.9824|
|9307|0.299947|99.9824|
|9308|0.319944|99.9824|
|9309|0.33994|99.9824|
|9310|0.359937|99.9824|
|9311|0.379933|99.9824|
|9312|0.39993|99.9824|
|9313|0.419926|99.9824|
|9314|0.439923|99.9824|
|9315|0.459919|99.9824|
|9316|0.479916|99.9824|
|9317|0.499912|99.9824|
|9318|0.519908|99.9824|
|9319|0.539905|99.9824|
|9320|0.559901|99.9824|
|9321|0.579898|99.9823|
|9322|0.599894|99.9823|
|9323|0.619891|99.9823|
|9324|0.639887|99.9823|
|9325|0.659884|99.9823|
|9326|0.67988|99.9823|
|9327|0.699877|99.9823|
|9328|0.719873|99.9823|
|9329|0.73987|99.9823|
|9330|0.759866|99.9823|
|9331|0.779862|99.9823|
|9332|0.799859|99.9822|
|9333|0.819855|99.9822|
|9334|0.839852|99.9822|
|9335|0.859848|99.9822|
|9336|0.879845|99.9822|
|9337|0.899841|99.9822|
|9338|0.919838|99.9822|
|9339|0.939834|99.9821|
|9340|0.95983|99.9821|
|9341|0.979827|99.9821|
|9342|0.999823|99.9821|
|9343|1.01982|99.9821|
|9344|1.03982|99.9821|
|9345|1.05981|99.982|
|9346|1.07981|99.982|
|9347|1.09981|99.982|
|9348|1.1198|99.982|
|9349|1.1398|99.9819|
|9350|1.15979|99.9819|
|9351|1.17979|99.9819|
|9352|1.19979|99.9819|
|9353|1.21978|99.9818|
|9354|1.23978|99.9818|
|9355|1.25978|99.9818|
|9356|1.27977|99.9818|
|9357|1.29977|99.9817|
|9358|1.31977|99.9817|
|9359|1.33976|99.9817|
|9360|1.35976|99.9816|
|9361|1.37975|99.9816|
|9362|1.39975|99.9815|
|9363|1.41975|99.9815|
|9364|1.43974|99.9815|
|9365|1.45974|99.9814|
|9366|1.47974|99.9814|
|9367|1.49973|99.9814|
|9368|1.51973|99.9813|
|9369|1.53972|99.9813|
|9370|1.55972|99.9812|
|9371|1.57972|99.9812|
|9372|1.59971|99.9811|
|9373|1.61971|99.9811|
|9374|1.63971|99.981|
|9375|1.6597|99.981|
|9376|1.6797|99.9809|
|9377|1.69969|99.9809|
|9378|1.71969|99.9808|
|9379|1.73969|99.9808|
|9380|1.75968|99.9807|
|9381|1.77968|99.9806|
|9382|1.79968|99.9806|
|9383|1.81967|99.9805|
|9384|1.83967|99.9805|
|9385|1.85966|99.9804|
|9386|1.87966|99.9803|
|9387|1.89966|99.9803|
|9388|1.91965|99.9802|
|9389|1.93965|99.9801|
|9390|1.95964|99.9801|
|9391|1.97964|99.98|
|9392|1.99964|99.9799|
|9393|2.01963|99.9798|
|9394|2.03963|99.9798|
|9395|2.05962|99.9797|
|9396|2.07962|99.9796|
|9397|2.09962|99.9795|
|9398|2.11961|99.9794|
|9399|2.13961|99.9793|
|9400|2.1596|99.9793|
|9401|2.1796|99.9792|
|9402|2.19959|99.9791|
|9403|2.21959|99.979|
|9404|2.23959|99.9789|
|9405|2.25958|99.9788|
|9406|2.27958|99.9787|
|9407|2.29957|99.9786|
|9408|2.31957|99.9785|
|9409|2.33956|99.9784|
|9410|2.35956|99.9783|
|9411|2.37956|99.9782|
|9412|2.39955|99.9781|
|9413|2.41955|99.978|
|9414|2.43954|99.9779|
|9415|2.45954|99.9777|
|9416|2.47953|99.9776|
|9417|2.49953|99.9775|
|9418|2.51953|99.9774|
|9419|2.53952|99.9773|
|9420|2.55952|99.9772|
|9421|2.57951|99.977|
|9422|2.59951|99.9769|
|9423|2.6195|99.9768|
|9424|2.6395|99.9767|
|9425|2.65949|99.9765|
|9426|2.67949|99.9764|
|9427|2.69948|99.9763|
|9428|2.71948|99.9761|
|9429|2.73947|99.976|
|9430|2.75947|99.9758|
|9431|2.77946|99.9757|
|9432|2.79946|99.9755|
|9433|2.81945|99.9754|
|9434|2.83945|99.9752|
|9435|2.85944|99.9751|
|9436|2.87944|99.9749|
|9437|2.89943|99.9748|
|9438|2.91943|99.9746|
|9439|2.93942|99.9745|
|9440|2.95942|99.9743|
|9441|2.97941|99.9741|
|9442|2.99941|99.974|
|9443|3.0194|99.9738|
|9444|3.0394|99.9736|
|9445|3.05939|99.9734|
|9446|3.07939|99.9733|
|9447|3.09938|99.9731|
|9448|3.11938|99.9729|
|9449|3.13937|99.9727|
|9450|3.15937|99.9725|
|9451|3.17936|99.9724|
|9452|3.19936|99.9722|
|9453|3.21935|99.972|
|9454|3.23934|99.9718|
|9455|3.25934|99.9716|
|9456|3.27933|99.9714|
|9457|3.29933|99.9712|
|9458|3.31932|99.971|
|9459|3.33932|99.9708|
|9460|3.35931|99.9705|
|9461|3.3793|99.9703|
|9462|3.3993|99.9701|
|9463|3.41929|99.9699|
|9464|3.43929|99.9697|
|9465|3.45928|99.9695|
|9466|3.47927|99.9692|
|9467|3.49927|99.969|
|9468|3.51926|99.9688|
|9469|3.53925|99.9685|
|9470|3.55925|99.9683|
|9471|3.57924|99.9681|
|9472|3.59924|99.9678|
|9473|3.61923|99.9676|
|9474|3.63922|99.9673|
|9475|3.65922|99.9671|
|9476|3.67921|99.9668|
|9477|3.6992|99.9666|
|9478|3.7192|99.9663|
|9479|3.73919|99.9661|
|9480|3.75918|99.9658|
|9481|3.77918|99.9655|
|9482|3.79917|99.9653|
|9483|3.81916|99.965|
|9484|3.83915|99.9647|
|9485|3.85915|99.9644|
|9486|3.87914|99.9642|
|9487|3.89913|99.9639|
|9488|3.91913|99.9636|
|9489|3.93912|99.9633|
|9490|3.95911|99.963|
|9491|3.9791|99.9627|
|9492|3.9991|99.9624|
|9493|4.01909|99.9621|
|9494|4.03908|99.9618|
|9495|4.05907|99.9615|
|9496|4.07907|99.9612|
|9497|4.09906|99.9609|
|9498|4.11905|99.9606|
|9499|4.13904|99.9602|
|9500|4.15903|99.9599|
|9501|4.17903|99.9596|
|9502|4.19902|99.9593|
|9503|4.21901|99.9589|
|9504|4.239|99.9586|
|9505|4.25899|99.9583|
|9506|4.27898|99.9579|
|9507|4.29898|99.9576|
|9508|4.31897|99.9572|
|9509|4.33896|99.9569|
|9510|4.35895|99.9565|
|9511|4.37894|99.9562|
|9512|4.39893|99.9558|
|9513|4.41892|99.9554|
|9514|4.43892|99.9551|
|9515|4.45891|99.9547|
|9516|4.4789|99.9543|
|9517|4.49889|99.9539|
|9518|4.51888|99.9536|
|9519|4.53887|99.9532|
|9520|4.55886|99.9528|
|9521|4.57885|99.9524|
|9522|4.59884|99.952|
|9523|4.61883|99.9516|
|9524|4.63882|99.9512|
|9525|4.65881|99.9508|
|9526|4.6788|99.9504|
|9527|4.69879|99.95|
|9528|4.71878|99.9496|
|9529|4.73877|99.9492|
|9530|4.75876|99.9487|
|9531|4.77875|99.9483|
|9532|4.79874|99.9479|
|9533|4.81873|99.9474|
|9534|4.83872|99.947|
|9535|4.85871|99.9466|
|9536|4.8787|99.9461|
|9537|4.89869|99.9457|
|9538|4.91868|99.9452|
|9539|4.93867|99.9448|
|9540|4.95865|99.9443|
|9541|4.97864|99.9439|
|9542|4.99863|99.9434|
|9543|5.01862|99.9429|
|9544|5.03861|99.9424|
|9545|5.0586|99.942|
|9546|5.07859|99.9415|
|9547|5.09857|99.941|
|9548|5.11856|99.9405|
|9549|5.13855|99.94|
|9550|5.15854|99.9395|
|9551|5.17853|99.939|
|9552|5.19851|99.9385|
|9553|5.2185|99.938|
|9554|5.23849|99.9375|
|9555|5.25848|99.937|
|9556|5.27846|99.9365|
|9557|5.29845|99.936|
|9558|5.31844|99.9354|
|9559|5.33843|99.9349|
|9560|5.35841|99.9344|
|9561|5.3784|99.9338|
|9562|5.39839|99.9333|
|9563|5.41837|99.9327|
|9564|5.43836|99.9322|
|9565|5.45835|99.9316|
|9566|5.47833|99.9311|
|9567|5.49832|99.9305|
|9568|5.5183|99.9299|
|9569|5.53829|99.9294|
|9570|5.55828|99.9288|
|9571|5.57826|99.9282|
|9572|5.59825|99.9276|
|9573|5.61823|99.927|
|9574|5.63822|99.9265|
|9575|5.6582|99.9259|
|9576|5.67819|99.9253|
|9577|5.69817|99.9247|
|9578|5.71816|99.924|
|9579|5.73814|99.9234|
|9580|5.75813|99.9228|
|9581|5.77811|99.9222|
|9582|5.7981|99.9216|
|9583|5.81808|99.9209|
|9584|5.83806|99.9203|
|9585|5.85805|99.9197|
|9586|5.87803|99.919|
|9587|5.89802|99.9184|
|9588|5.918|99.9177|
|9589|5.93798|99.9171|
|9590|5.95797|99.9164|
|9591|5.97795|99.9157|
|9592|5.99793|99.9151|
|9593|6.01792|99.9144|
|9594|6.0379|99.9137|
|9595|6.05788|99.913|
|9596|6.07786|99.9124|
|9597|6.09785|99.9117|
|9598|6.11783|99.911|
|9599|6.13781|99.9103|
|9600|6.15779|99.9096|
|9601|6.17777|99.9089|
|9602|6.19776|99.9081|
|9603|6.21774|99.9074|
|9604|6.23772|99.9067|
|9605|6.2577|99.906|
|9606|6.27768|99.9052|
|9607|6.29766|99.9045|
|9608|6.31764|99.9038|
|9609|6.33762|99.903|
|9610|6.3576|99.9023|
|9611|6.37759|99.9015|
|9612|6.39757|99.9007|
|9613|6.41755|99.9|
|9614|6.43753|99.8992|
|9615|6.45751|99.8984|
|9616|6.47748|99.8977|
|9617|6.49746|99.8969|
|9618|6.51744|99.8961|
|9619|6.53742|99.8953|
|9620|6.5574|99.8945|
|9621|6.57738|99.8937|
|9622|6.59736|99.8929|
|9623|6.61734|99.8921|
|9624|6.63732|99.8912|
|9625|6.65729|99.8904|
|9626|6.67727|99.8896|
|9627|6.69725|99.8888|
|9628|6.71723|99.8879|
|9629|6.7372|99.8871|
|9630|6.75718|99.8862|
|9631|6.77716|99.8854|
|9632|6.79714|99.8845|
|9633|6.81711|99.8837|
|9634|6.83709|99.8828|
|9635|6.85707|99.8819|
|9636|6.87704|99.881|
|9637|6.89702|99.8801|
|9638|6.91699|99.8793|
|9639|6.93697|99.8784|
|9640|6.95695|99.8775|
|9641|6.97692|99.8766|
|9642|6.9969|99.8757|
|9643|7.01687|99.8747|
|9644|7.03685|99.8738|
|9645|7.05682|99.8729|
|9646|7.0768|99.872|
|9647|7.09677|99.871|
|9648|7.11674|99.8701|
|9649|7.13672|99.8691|
|9650|7.15669|99.8682|
|9651|7.17667|99.8672|
|9652|7.19664|99.8663|
|9653|7.21661|99.8653|
|9654|7.23658|99.8643|
|9655|7.25656|99.8634|
|9656|7.27653|99.8624|
|9657|7.2965|99.8614|
|9658|7.31647|99.8604|
|9659|7.33645|99.8594|
|9660|7.35642|99.8584|
|9661|7.37639|99.8574|
|9662|7.39636|99.8564|
|9663|7.41633|99.8554|
|9664|7.4363|99.8543|
|9665|7.45627|99.8533|
|9666|7.47624|99.8523|
|9667|7.49622|99.8512|
|9668|7.51619|99.8502|
|9669|7.53616|99.8491|
|9670|7.55613|99.8481|
|9671|7.57609|99.847|
|9672|7.59606|99.8459|
|9673|7.61603|99.8449|
|9674|7.636|99.8438|
|9675|7.65597|99.8427|
|9676|7.67594|99.8416|
|9677|7.69591|99.8405|
|9678|7.71588|99.8394|
|9679|7.73584|99.8383|
|9680|7.75581|99.8372|
|9681|7.77578|99.8361|
|9682|7.79574|99.8349|
|9683|7.81571|99.8338|
|9684|7.83568|99.8327|
|9685|7.85564|99.8315|
|9686|7.87561|99.8304|
|9687|7.89558|99.8292|
|9688|7.91554|99.828|
|9689|7.93551|99.8269|
|9690|7.95547|99.8257|
|9691|7.97544|99.8245|
|9692|7.9954|99.8233|
|9693|8.01537|99.8222|
|9694|8.03533|99.821|
|9695|8.0553|99.8198|
|9696|8.07526|99.8186|
|9697|8.09522|99.8173|
|9698|8.11519|99.8161|
|9699|8.13515|99.8149|
|9700|8.15511|99.8137|
|9701|8.17508|99.8124|
|9702|8.19504|99.8112|
|9703|8.215|99.8099|
|9704|8.23496|99.8087|
|9705|8.25492|99.8074|
|9706|8.27488|99.8062|
|9707|8.29485|99.8049|
|9708|8.31481|99.8036|
|9709|8.33477|99.8023|
|9710|8.35473|99.801|
|9711|8.37469|99.7997|
|9712|8.39465|99.7984|
|9713|8.41461|99.7971|
|9714|8.43457|99.7958|
|9715|8.45453|99.7945|
|9716|8.47448|99.7931|
|9717|8.49444|99.7918|
|9718|8.5144|99.7905|
|9719|8.53436|99.7891|
|9720|8.55432|99.7878|
|9721|8.57427|99.7864|
|9722|8.59423|99.785|
|9723|8.61419|99.7837|
|9724|8.63414|99.7823|
|9725|8.6541|99.7809|
|9726|8.67406|99.7795|
|9727|8.69401|99.7781|
|9728|8.71397|99.7767|
|9729|8.73392|99.7753|
|9730|8.75388|99.7739|
|9731|8.77383|99.7725|
|9732|8.79379|99.771|
|9733|8.81374|99.7696|
|9734|8.8337|99.7682|
|9735|8.85365|99.7667|
